新流水序,臺灣標準字,Unicode-tw,大陸規範字,Unicode-cn
2011280000,悱,60b1,悱,60b1
1013670000,悴,60b4,悴,60b4
2011300000,悷,60b7,悷,60b7
1013790000,悸,60b8,悸,60b8
1013740000,悼,60bc,悼,60bc
2011180000,悾,60be,悾,60be
1013700000,情,60c5,情,60c5
1013770000,惆,60c6,惆,60c6
2011170000,惇,60c7,惇,60c7
1046500000,驚,9a5a,惊,60ca
1013660000,惋,60cb,惋,60cb
2011220000,惔,60d4,惔,60d4
1013760000,惕,60d5,惕,60d5
1013750000,惘,60d8,惘,60d8
1013800000,惚,60da,惚,60da
1013730000,惜,60dc,惜,60dc
1013680000,惦,60e6,惦,60e6
1014620000,懼,61fc,惧,60e7
1014230000,慘,6158,惨,60e8
1014390000,憚,619a,惮,60ee
1014300000,慼,617c,戚,621a
1014770000,戛,621b,戛,621b
1014930000,扈,6248,扈,6248
1015930000,捧,6367,捧,6367
1016120000,捩,6369,捩,6369
1016810000,據,64da,据,636e
1015960000,捱,6371,捱,6371
2014060000,摠,6460,捴,6374
1015920000,捷,6377,捷,6377
2013160000,捺,637a,捺,637a
1016110000,捻,637b,捻,637b
2013270000,捼,637c,捼,637c
1016100000,掀,6380,掀,6380
2013080000,掂,6382,掂,6382
1015980000,掉,6389,掉,6389
1016090000,掏,638f,掏,638f
1016080000,排,6392,排,6392
1015940000,掘,6398,掘,6398
2013130000,掝,639d,掝,639d
2013110000,掞,639e,掞,639e
1015900000,探,63a2,探,63a2
1015910000,接,63a5,接,63a5
1015870000,控,63a7,控,63a7
1015970000,掩,63a9,掩,63a9
1015950000,措,63aa,措,63aa
2013150000,掫,63ab,掫,63ab
1016070000,掬,63ac,掬,63ac
2013260000,掮,63ae,掮,63ae
2013220000,掯,63af,掯,63af
2014040000,摻,647b,掺,63ba
1017290000,敏,654f,敏,654f
1017250000,救,6551,救,6551
2014710000,敕,6555,敕,6555
1017240000,敖,6556,敖,6556
1017260000,教,6559,教,6559
2014730000,敓,6553,敚,655a
2014930000,斛,659b,斛,659b
1017480000,斜,659c,斜,659c
1017580000,斷,65b7,断,65ad
1017650000,旋,65cb,旋,65cb
2054260000,鏇,93c7,旋,65cb
1017660000,旌,65cc,旌,65cc
2015080000,旍,65cd,旍,65cd
1017670000,旎,65ce,旎,65ce
1017640000,族,65cf,族,65cf
3048390000,晗,6657,晗,6657
2015530000,晙,6659,晙,6659
1018010000,晚,665a,晚,665a
1018020000,晤,6664,晤,6664
1018040000,晦,6666,晦,6666
1018030000,晨,6668,晨,6668
1018360000,曹,66f9,曹,66f9
1004780000,曼,66fc,曼,66fc
2016030000,朘,6718,朘,6718
2036650000,脧,8127,朘,6718
1018480000,望,671b,望,671b
2017060000,桯,686f,桯,686f
2017100000,桵,6875,桵,6875
1019380000,桶,6876,桶,6876
2017140000,桷,6877,桷,6877
1019320000,梁,6881,梁,6881
4058910000,楳,6973,梅,6885
4059320000,槑,69D1,梅,6885
1019460000,梆,6886,梆,6886
2017130000,梏,688f,梏,688f
2016990000,梐,6890,梐,6890
2017150000,梒,6892,梒,6892
1019410000,梗,6897,梗,6897
3051390000,梠,68a0,梠,68a0
1019340000,梢,68a2,梢,68a2
2017070000,梣,68a3,梣,68a3
1008460000,夢,5922,梦,68a6
1019400000,梧,68a7,梧,68a7
1019500000,梨,68a8,梨,68a8
4058720000,棃,68C3,梨,68a8
2017040000,梫,68ab,梫,68ab
1019450000,梭,68ad,梭,68ad
1019330000,梯,68af,梯,68af
1019420000,械,68b0,械,68b0
1019360000,梵,68b5,梵,68b5
2017120000,梲,68b2,棁,68c1
1014330000,慾,617e,欲,6b32
1020550000,欲,6b32,欲,6b32
2019460000,殍,6b8d,殍,6b8d
1021050000,毫,6beb,毫,6beb
1022140000,涎,6d8e,涎,6d8e
2021290000,涪,6daa,涪,6daa
1022290000,涮,6dae,涮,6dae
1022270000,涯,6daf,涯,6daf
1022180000,液,6db2,液,6db2
2021280000,涳,6db3,涳,6db3
1022380000,涵,6db5,涵,6db5
1022320000,涸,6db8,涸,6db8
2021380000,涿,6dbf,涿,6dbf
1023430000,澱,6fb1,淀,6dc0
1022470000,淄,6dc4,淄,6dc4
1022460000,淆,6dc6,淆,6dc6
2019650000,殽,6bbd,淆,6dc6
1022250000,淇,6dc7,淇,6dc7
1022200000,淌,6dcc,淌,6dcc
1022280000,淑,6dd1,淑,6dd1
2021430000,淖,6dd6,淖,6dd6
1022410000,淘,6dd8,淘,6dd8
1022170000,淙,6dd9,淙,6dd9
2021470000,淝,6ddd,淝,6ddd
1022300000,淞,6dde,淞,6dde
1022190000,淡,6de1,淡,6de1
1022210000,淤,6de4,淤,6de4
2021540000,淦,6de6,淦,6de6
1022400000,淫,6deb,淫,6deb
2021300000,淬,6dec,淬,6dec
2021530000,淰,6df0,淰,6df0
1022430000,深,6df1,深,6df1
1022160000,淳,6df3,淳,6df3
2021490000,淴,6df4,淴,6df4
1022330000,混,6df7,混,6df7
1022310000,淹,6df9,淹,6df9
1022220000,添,6dfb,添,6dfb
1022240000,清,6e05,清,6e05
1022340000,淵,6df5,渊,6e0a
2021450000,淥,6de5,渌,6e0c
1023230000,滲,6ef2,渗,6e17
1022370000,渚,6e1a,渚,6e1a
2023930000,烯,70ef,烯,70ef
2023940000,烰,70f0,烰,70f0
2023890000,烷,70f7,烷,70f7
1024080000,烹,70f9,烹,70f9
2023870000,烺,70fa,烺,70fa
1024110000,烽,70fd,烽,70fd
1024100000,焊,710a,焊,710a
2053570000,銲,92b2,焊,710a
2023920000,焌,710c,焌,710c
2023880000,焍,710d,焍,710d
3067160000,焐,7110,焐,7110
3067240000,焓,7113,焓,7113
2023900000,焗,7117,焗,7117
1024760000,爽,723d,爽,723d
2024720000,牻,727b,牻,727b
1024990000,犁,7281,犁,7281
4077720000,犂,7282,犁,7281
2025390000,狿,72ff,狿,72ff
2025340000,猇,7307,猇,7307
1025450000,獵,7375,猎,730e
2025400000,猏,730f,猏,730f
2025350000,猑,7311,猑,7311
3072210000,猔,7314,猔,7314
2025830000,獼,737c,猕,7315
1025260000,猖,7316,猖,7316
1025250000,猛,731b,猛,731b
1025240000,猜,731c,猜,731c
2025320000,猝,731d,猝,731d
2026200000,珵,73f5,珵,73f5
2026250000,琀,7400,琀,7400
2019820000,毬,6bec,球,7403
2026210000,琄,7404,琄,7404
1025700000,琅,7405,琅,7405
1025840000,瑯,746f,琅,7405
1025730000,理,7406,理,7406
2026240000,琇,7407,琇,7407
1026150000,瓶,74f6,瓶,74f6
2034960000,缾,7f3e,瓶,74f6
1026160000,瓷,74f7,瓷,74f7
1026220000,甜,751c,甜,751c
2027280000,畤,7564,畤,7564
1026460000,略,7565,略,7565
4083870000,畧,7567,略,7565
1026470000,畦,7566,畦,7566
1026580000,疏,758f,疏,758f
1026770000,疵,75b5,疵,75b5
1026740000,痊,75ca,痊,75ca
2027530000,痍,75cd,痍,75cd
2027540000,痏,75cf,痏,75cf
1027110000,癢,7662,痒,75d2
1026750000,痔,75d4,痔,75d4
1026760000,痕,75d5,痕,75d5
1027280000,皎,768e,皎,768e
1027450000,盒,76d2,盒,76d2
1027440000,盔,76d4,盔,76d4
1035410000,蓋,84cb,盖,76d6
1027470000,盜,76dc,盗,76d7
1027520000,盤,76e4,盘,76d8
1027460000,盛,76db,盛,76db
2028740000,眥,7725,眦,7726
1027940000,瞇,7787,眯,772f
2028670000,眯,772f,眯,772f
1027740000,眶,7736,眶,7736
2028860000,睠,7760,眷,7737
1027750000,眸,7738,眸,7738
2028660000,眹,7739,眹,7739
1027760000,眺,773a,眺,773a
1035060000,著,8457,着,7740
1027860000,睜,775c,睁,7741
2029680000,砦,7826,砦,7826
1028370000,硫,786b,硫,786b
1028950000,票,7968,票,7968
1028960000,祭,796d,祭,796d
1044660000,離,96e2,离,79bb
2030840000,离,79bb,离,79bb
2031020000,秶,79f6,秶,79f6
4095180000,稭,7A2D,秸,79f8
1029250000,移,79fb,移,79fb
2031300000,穭,7a6d,稆,7a06
2031420000,窏,7a8f,窏,7a8f
2031440000,窐,7a90,窐,7a90
1029700000,窯,7aaf,窑,7a91
1029610000,窒,7a92,窒,7a92
2031430000,窔,7a94,窔,7a94
1029620000,窕,7a95,窕,7a95
1045320000,竟,7adf,竟,7adf
1045310000,章,7ae0,章,7ae0
1029920000,笛,7b1b,笛,7b1b
2031780000,笥,7b25,笥,7b25
1029940000,符,7b26,符,7b26
1029910000,笨,7b28,笨,7b28
2031880000,笫,7b2b,笫,7b2b
1029930000,第,7b2c,第,7b2c
2031890000,笭,7b2d,笭,7b2d
2031900000,笯,7b2f,笯,7b2f
1030580000,粒,7c92,粒,7c92
2033050000,粔,7c94,粔,7c94
2033070000,粕,7c95,粕,7c95
1030590000,粗,7c97,粗,7c97
2033060000,粘,7c98,粘,7c98
2033270000,糶,7cf6,粜,7c9c
2033240000,糲,7cf2,粝,7c9d
2034880000,纍,7e8d,累,7d2f
1032210000,羚,7f9a,羚,7f9a
2035380000,羝,7f9d,羝,7f9d
1032200000,羞,7f9e,羞,7f9e
1032350000,翌,7fcc,翌,7fcc
1032360000,翎,7fce,翎,7fce
1032630000,耜,801c,耜,801c
2036070000,聃,8043,聃,8043
1032690000,聆,8046,聆,8046
1032680000,聊,804a,聊,804a
1033320000,脖,8116,脖,8116
2036530000,脘,8118,脘,8118
1033500000,腳,8173,脚,811a
3109160000,脝,811d,脝,811d
2036620000,脞,811e,脞,811e
3109380000,脢,8122,脢,8122
2036560000,脤,8124,脤,8124
3109170000,脦,8126,脦,8126
2036610000,脬,812c,脬,812c
1033310000,脯,812f,脯,812f
2036540000,脰,8130,脰,8130
1033340000,脫,812b,脱,8131
2037020000,膕,8195,腘,8158
1033960000,舂,8202,舂,8202
2037530000,舲,8232,舲,8232
2037520000,舴,8234,舴,8234
1034160000,舵,8235,舵,8235
1034180000,舶,8236,舶,8236
1034170000,舷,8237,舷,8237
1034190000,船,8239,船,8239
2037510000,舺,823a,舺,823a
3114700000,茝,831d,茝,831d
1034920000,荷,8377,荷,8377
1034820000,荸,8378,荸,8378
1034930000,荻,837b,荻,837b
1034940000,荼,837c,荼,837c
2038790000,荽,837d,荽,837d
2038860000,荾,837e,荾,837e
2038800000,莃,8383,莃,8383
1035380000,蒞,849e,莅,8385
5001020000,涖,6d96,莅,8385
2038680000,莆,8386,莆,8386
1034900000,莉,8389,莉,8389
2038850000,莋,838b,莋,838b
2038810000,莌,838c,莌,838c
1034790000,莎,838e,莎,838e
1034870000,莒,8392,莒,8392
1034890000,莓,8393,莓,8393
1034810000,莘,8398,莘,8398
2038740000,莙,8399,莙,8399
2038830000,莛,839b,莛,839b
4117350000,莜,839C,莜,839c
2038820000,莝,839d,莝,839d
1034800000,莞,839e,莞,839e
1034910000,莠,83a0,莠,83a0
2038640000,莨,83a8,莨,83a8
2038780000,莩,83a9,莩,83a9
2038840000,莪,83aa,莪,83aa
1034860000,莫,83ab,莫,83ab
3115250000,莰,83b0,莰,83b0
1025430000,獲,7372,获,83b7
1029510000,穫,7a6b,获,83b7
1025980000,瑩,7469,莹,83b9
1034850000,莽,83bd,莽,83bd
1036090000,虛,865b,虚,865a
1036260000,蚶,86b6,蚶,86b6
1036250000,蛀,86c0,蛀,86c0
2042450000,蛉,86c9,蛉,86c9
1036940000,蠱,8831,蛊,86ca
1036300000,蛋,86cb,蛋,86cb
2044130000,蟶,87f6,蛏,86cf
1042520000,釁,91c1,衅,8845
1037220000,袋,888b,袋,888b
1037210000,袍,888d,袍,888d
1037190000,袒,8892,袒,8892
1037200000,袖,8896,袖,8896
2044900000,袛,889b,袛,889b
1037590000,襪,896a,袜,889c
2044920000,袤,88a4,袤,88a4
2046050000,觖,89d6,觖,89d6
1039130000,豚,8c5a,豚,8c5a
1039860000,赦,8d66,赦,8d66
1040030000,趾,8dbe,趾,8dbe
2048710000,趿,8dbf,趿,8dbf
1040520000,躍,8e8d,跃,8dc3
1040600000,軀,8ec0,躯,8eaf
2050800000,逋,900b,逋,900b
1041370000,逍,900d,逍,900d
1041470000,透,900f,透,900f
1041430000,逐,9010,逐,9010
2050810000,逑,9011,逑,9011
1041770000,遞,905e,递,9012
1041510000,途,9014,途,9014
1041490000,逖,9016,逖,9016
1041390000,逗,9017,逗,9017
1041380000,通,901a,通,901a
1041500000,逛,901b,逛,901b
1041420000,逝,901d,逝,901d
1041450000,逞,901e,逞,901e
1041410000,速,901f,速,901f
1041460000,造,9020,造,9020
2050840000,逡,9021,逡,9021
1041480000,逢,9022,逢,9022
2051500000,郪,90ea,郪,90ea
1042130000,郭,90ed,郭,90ed
2051490000,郯,90ef,郯,90ef
2051510000,郰,90f0,郰,90f0
1042310000,酗,9157,酗,9157
1042910000,銅,9285,铜,94dc
1042900000,銀,9280,银,94f6
1044210000,陪,966a,陪,966a
2055420000,陬,966c,陬,966c
1044260000,陴,9674,陴,9674
1044220000,陵,9675,陵,9675
1044280000,陷,9677,陷,9677
2055780000,雩,96e9,雩,96e9
1044690000,雪,96ea,雪,96ea
1047520000,鹿,9e7f,鹿,9e7f
1047640000,麻,9ebb,麻,9ebb
4119670000,蔴,8534,麻,9ebb
1047670000,黃,9ec3,黄,9ec4
2038940000,菧,83e7,𦰘,26c18
5002480000,㺄,3E84,㺄,3e84
2028870000,睒,7752,䀹,4039
2001360000,偨,5068,偨,5068
1002220000,傀,5080,傀,5080
2001390000,傂,5082,傂,5082
1002190000,傅,5085,傅,5085
3002400000,傈,5088,傈,5088
2001380000,傒,5092,傒,5092
2001370000,傜,509c,傜,509c
2001350000,傝,509d,傝,509d
2001290000,傞,509e,傞,509e
2001310000,傣,50a3,傣,50a3
3004780000,凓,51d3,凓,51d3
2002130000,凔,51d4,凔,51d4
1003690000,剩,5269,剩,5269
1003660000,割,5272,割,5272
1004420000,博,535a,博,535a
1012230000,廈,5ec8,厦,53a6
1012270000,廚,5eda,厨,53a8
1006370000,唾,553e,唾,553e
1006430000,啾,557e,啾,557e
1006210000,喀,5580,喀,5580
2003780000,喁,5581,喁,5581
1006270000,喂,5582,喂,5582
1046060000,餵,9935,喂,5582
1032220000,善,5584,善,5584
2003750000,喈,5588,喈,5588
1006440000,喉,5589,喉,5589
1006240000,喊,558a,喊,558a
1006320000,喋,558b,喋,558b
2003840000,喌,558c,喌,558c
2003760000,喏,558f,喏,558f
2003740000,喓,5593,喓,5593
1006300000,喔,5594,喔,5594
1006260000,喘,5598,喘,5598
2003790000,喙,5599,喙,5599
1006250000,喝,559d,喝,559d
1006360000,喟,559f,喟,559f
2003720000,喢,55a2,喢,55a2
1006220000,喧,55a7,喧,55a7
2003670000,喨,55a8,喨,55a8
1006340000,喳,55b3,喳,55b3
2003770000,喵,55b5,喵,55b5
1006400000,喻,55bb,喻,55bb
2005580000,埵,57f5,埵,57f5
2005520000,堙,5819,堙,5819
2005530000,堞,581e,堞,581e
2005590000,堠,5820,堠,5820
1007920000,堡,5821,堡,5821
2005560000,堣,5823,堣,5823
2055480000,隄,9684,堤,5824
2005540000,堧,5827,堧,5827
2005570000,堨,5828,堨,5828
2005500000,堩,5829,堩,5829
1007870000,堪,582a,堪,582a
1007900000,堰,5830,堰,5830
1008340000,壹,58f9,壹,58f9
1008720000,奠,5960,奠,5960
1008730000,奧,5967,奥,5965
2006800000,娷,5a37,娷,5a37
1009490000,婷,5a77,婷,5a77
2006720000,婸,5a78,婸,5a78
2006690000,婺,5a7a,婺,5a7a
2006750000,婼,5a7c,婼,5a7c
1009510000,婿,5a7f,婿,5a7f
3022220000,媌,5a8c,媌,5a8c
1009520000,媒,5a92,媒,5a92
2006670000,媔,5a94,媔,5a94
2006780000,媕,5a95,媕,5a95
1009500000,媚,5a9a,媚,5a9a
1009530000,媛,5a9b,媛,5a9b
2006710000,媞,5a9e,媞,5a9e
2006680000,媟,5a9f,媟,5a9f
2006700000,媢,5aa2,媢,5aa2
2006760000,媥,5aa5,媥,5aa5
2006730000,媦,5aa6,媦,5aa6
1009590000,媼,5abc,媪,5aaa
2006770000,媬,5aac,媬,5aac
3022500000,嫏,5acf,嫏,5acf
1009980000,孳,5b73,孳,5b73
1010390000,富,5bcc,富,5bcc
2007470000,寍,5bcd,寍,5bcd
1010410000,寐,5bd0,寐,5bd0
1010400000,寓,5bd3,寓,5bd3
1010640000,尊,5c0a,尊,5c0a
1010980000,屬,5c6c,属,5c5e
2008500000,崳,5d33,崳,5d33
2008520000,崴,5d34,崴,5d34
2008540000,崽,5d3d,崽,5d3d
2008430000,嵁,5d41,嵁,5d41
2008410000,嵃,5d43,嵃,5d43
2008480000,嵎,5d4e,嵎,5d4e
2008470000,嵑,5d51,嵑,5d51
2008490000,嵕,5d55,嵕,5d55
3028430000,嵖,5d56,嵖,5d56
1011590000,巽,5dfd,巽,5dfd
1011800000,帽,5e3d,帽,5e3d
2002070000,冪,51aa,幂,5e42
2009320000,幄,5e44,幄,5e44
1011790000,幅,5e45,幅,5e45
1012190000,廊,5eca,廊,5eca
1012580000,強,5f37,强,5f3a
2010170000,彊,5f4a,强,5f3a
2010220000,彘,5f58,彘,5f58
1012730000,彭,5f6d,彭,5f6d
1012970000,循,5faa,循,5faa
1013830000,悲,60b2,悲,60b2
2011320000,悹,60b9,悹,60b9
2011360000,惄,60c4,惄,60c4
2011310000,惉,60c9,惉,60c9
2011330000,惌,60cc,惌,60cc
2011350000,惎,60ce,惎,60ce
1013810000,惑,60d1,惑,60d1
1013850000,惠,60e0,惠,60e0
2011340000,惢,60e2,惢,60e2
1014560000,懲,61f2,惩,60e9
1013900000,惰,60f0,惰,60f0
1013920000,惴,60f4,惴,60f4
2011420000,惵,60f5,惵,60f5
1013960000,惶,60f6,惶,60f6
2011460000,惼,60fc,惼,60fc
2011470000,惾,60fe,惾,60fe
1013980000,愀,6100,愀,6100
1013970000,愉,6109,愉,6109
1013950000,愎,610e,愎,610e
2011440000,愒,6112,愒,6112
1013890000,愕,6115,愕,6115
2011400000,愖,6116,愖,6116
1014110000,慍,614d,愠,6120
1013930000,慨,6168,慨,6168
1014780000,戟,621f,戟,621f
1014940000,扉,6249,扉,6249
2012440000,扊,624a,扊,624a
1016290000,捶,6376,捶,6376
1016140000,掣,63a3,掣,63a3
2013300000,掰,63b0,掰,63b0
2013370000,揃,63c3,揃,63c3
2013520000,揄,63c4,揄,63c4
1016190000,揉,63c9,揉,63c9
1016160000,描,63cf,描,63cf
1016220000,插,63d2,插,63d2
2013430000,揕,63d5,揕,63d5
1016260000,揖,63d6,揖,63d6
2013500000,揝,63dd,揝,63dd
2013410000,揠,63e0,揠,63e0
1016250000,握,63e1,握,63e1
1016180000,揩,63e9,揩,63e9
1016310000,揪,63ea,揪,63ea
1016270000,揭,63ed,揭,63ed
2013440000,揲,63f2,揲,63f2
1016300000,援,63f4,援,63f4
2013420000,揶,63f6,揶,63f6
2013770000,搵,6435,揾,63fe
1016330000,摒,6452,摒,6452
2014770000,敜,655c,敜,655c
1017310000,敞,655e,敞,655e
1017330000,敢,6562,敢,6562
1017340000,散,6563,散,6563
1017320000,敦,6566,敦,6566
1017450000,斐,6590,斐,6590
1017440000,斑,6591,斑,6591
1017560000,斯,65af,斯,65af
2015100000,旒,65d2,旒,65d2
1018050000,普,666e,普,666e
1018090000,景,666f,景,666f
1018060000,晰,6670,晰,6670
1018070000,晴,6674,晴,6674
1018080000,晶,6676,晶,6676
2015620000,晷,6677,晷,6677
1018110000,智,667a,智,667a
2015580000,晾,667e,晾,667e
1018100000,暑,6691,暑,6691
1018380000,曾,66fe,曾,66fe
1018390000,替,66ff,替,66ff
1003020000,最,6700,最,6700
1019710000,棉,68c9,棉,68c9
1019660000,棋,68cb,棋,68cb
1019670000,棍,68cd,棍,68cd
2017460000,棐,68d0,棐,68d0
1019630000,棒,68d2,棒,68d2
1019530000,棕,68d5,棕,68d5
1019720000,棚,68da,棚,68da
1019540000,棠,68e0,棠,68e0
2017350000,棡,68e1,棡,68e1
1019650000,棣,68e3,棣,68e3
2017500000,棨,68e8,棨,68e8
2017230000,棪,68ea,棪,68ea
1019600000,森,68ee,森,68ee
2017420000,棯,68ef,棯,68ef
1029310000,稜,7a1c,棱,68f1
2017240000,棱,68f1,棱,68f1
1019590000,棵,68f5,棵,68f5
2017280000,棷,68f7,棷,68f7
2017450000,棸,68f8,棸,68f8
1020430000,櫂,6ac2,棹,68f9
1019520000,棺,68fa,棺,68fa
2017490000,棻,68fb,棻,68fb
2017470000,棽,68fd,棽,68fd
1020070000,槨,69e8,椁,6901
2017190000,椄,6904,椄,6904
2017380000,椈,6908,椈,6908
2017170000,椌,690c,椌,690c
1019680000,植,690d,植,690d
1019700000,椎,690e,椎,690e
1020570000,欺,6b3a,欺,6b3a
2019210000,欻,6b3b,欻,6b3b
1020560000,款,6b3e,款,6b3e
4061970000,欵,6B35,款,6b3e
2019470000,殔,6b94,殔,6b94
2019480000,殗,6b97,殗,6b97
1021060000,毯,6bef,毯,6bef
2019850000,毳,6bf3,毳,6bf3
2019920000,毿,6bff,毵,6bf5
1021210000,氮,6c2e,氮,6c2e
1021220000,氯,6c2f,氯,6c2f
2020050000,氰,6c30,氰,6c30
2021790000,渃,6e03,渃,6e03
1022720000,渝,6e1d,渝,6e1d
1022550000,渠,6e20,渠,6e20
1022510000,渡,6e21,渡,6e21
1022570000,渣,6e23,渣,6e23
1022560000,渥,6e25,渥,6e25
1022900000,溫,6eab,温,6e29
2021650000,渫,6e2b,渫,6e2b
1022640000,渭,6e2d,渭,6e2d
2021800000,渮,6e2e,渮,6e2e
1022480000,港,6e2f,港,6e2f
1022670000,渴,6e34,渴,6e34
1022490000,游,6e38,游,6e38
1041580000,遊,904a,游,6e38
1022690000,渺,6e3a,渺,6e3a
2021610000,渼,6e3c,渼,6e3c
2021660000,渿,6e3f,渿,6e3f
2021740000,湄,6e44,湄,6e44
2021570000,湇,6e47,湇,6e47
2021590000,湉,6e49,湉,6e49
1022680000,湍,6e4d,湍,6e4d
2021770000,湑,6e51,湑,6e51
1022500000,湔,6e54,湔,6e54
1022620000,湖,6e56,湖,6e56
1022590000,湛,6e5b,湛,6e5b
2021680000,湝,6e5d,湝,6e5d
2021840000,湡,6e61,湡,6e61
2021820000,湨,6e68,湨,6e68
2021910000,湫,6e6b,湫,6e6b
1022630000,湮,6e6e,湮,6e6e
1023810000,灣,7063,湾,6e7e
2022540000,漵,6f35,溆,6e86
1022750000,溉,6e89,溉,6e89
1022740000,滋,6ecb,滋,6ecb
2024000000,烻,70fb,烻,70fb
1024120000,焙,7119,焙,7119
1024130000,焚,711a,焚,711a
2023990000,焜,711c,焜,711c
2023970000,焞,711e,焞,711e
2023960000,焠,7120,焠,7120
3067390000,焢,7122,焢,7122
2024030000,焣,7123,焣,7123
2024010000,焮,712e,焮,712e
2023980000,焯,712f,焯,712f
1024150000,焰,7130,焰,7130
1024510000,燄,71c4,焰,7130
2024020000,焱,7131,焱,7131
1024170000,然,7136,然,7136
1024180000,煮,716e,煮,716e
1024810000,牌,724c,牌,724c
2025410000,猋,730b,猋,730b
2025420000,猒,7312,猒,7312
2025440000,猢,7322,猢,7322
2025510000,猣,7323,猣,7323
1025300000,猥,7325,猥,7325
2025470000,猧,7327,猧,7327
1039170000,豬,8c6c,猪,732a
1039260000,貓,8c93,猫,732b
2043340000,蝟,875f,猬,732c
2025430000,猰,7330,猰,7330
2025450000,猱,7331,猱,7331
2025480000,猲,7332,猲,7332
1025310000,猴,7334,猴,7334
2025520000,猵,7335,猵,7335
6000150000,猹,7339,猹,7339
2026290000,琛,741b,琛,741b
1025790000,琢,7422,琢,7422
2026390000,琤,7424,琤,7424
1025800000,琥,7425,琥,7425
2026360000,琨,7428,琨,7428
1025770000,琪,742a,琪,742a
2026370000,琭,742d,琭,742d
2026260000,琮,742e,琮,742e
2026300000,琰,7430,琰,7430
1025780000,琳,7433,琳,7433
1025830000,琴,7434,琴,7434
1025810000,琵,7435,琵,7435
1025820000,琶,7436,琶,7436
1026080000,瓊,74ca,琼,743c
3076420000,瓻,74fb,瓻,74fb
1026250000,甥,7525,甥,7525
1026510000,番,756a,番,756a
2027300000,畯,756f,畯,756f
4083930000,畲,7572,畲,7572
2027590000,痚,75da,痚,75da
1026790000,痛,75db,痛,75db
2027620000,痝,75dd,痝,75dd
1026830000,痞,75de,痞,75de
2027630000,痟,75df,痟,75df
2027660000,痠,75e0,痠,75e0
1026800000,痣,75e3,痣,75e3
2027580000,痧,75e7,痧,75e7
1027300000,皓,7693,皓,7693
2028220000,皜,769c,皓,7693
1027290000,皖,7696,皖,7696
1027340000,皴,76b4,皴,76b4
2028770000,睄,7744,睄,7744
2028760000,睇,7747,睇,7747
2028800000,睊,774a,睊,774a
2029310000,矞,77de,矞,77de
1028200000,短,77ed,短,77ed
1028390000,硝,785d,硝,785d
3087610000,硟,785f,硟,785f
1028400000,硬,786c,硬,786c
2029730000,硭,786d,硭,786d
1028570000,確,78ba,确,786e
2029760000,确,786e,确,786e
2030590000,祲,7972,祲,7972
1029070000,禱,79b1,祷,7977
1028980000,祿,797f,禄,7984
1029300000,稀,7a00,稀,7a00
1029280000,程,7a0b,程,7a0b
1029260000,稍,7a0d,稍,7a0d
1029290000,稅,7a05,税,7a0e
1029650000,窖,7a96,窖,7a96
1029640000,窗,7a97,窗,7a97
1029630000,窘,7a98,窘,7a98
2031450000,窙,7a99,窙,7a99
1029800000,竣,7ae3,竣,7ae3
1029790000,童,7ae5,童,7ae5
2031650000,竦,7ae6,竦,7ae6
2031760000,筇,7b3b,筇,7b47
1029970000,等,7b49,等,7b49
1030040000,筋,7b4b,筋,7b4b
2031970000,筌,7b4c,筌,7b4c
1030050000,筏,7b4f,筏,7b4f
1030000000,筐,7b50,筐,7b50
1030260000,築,7bc9,筑,7b51
2031940000,筑,7b51,筑,7b51
1030010000,筒,7b52,筒,7b52
1030020000,答,7b54,答,7b54
3097490000,簆,7c06,筘,7b58
3100350000,粞,7c9e,粞,7c9e
1030600000,粟,7c9f,粟,7c9f
2033080000,粢,7ca2,粢,7ca2
1030640000,粵,7cb5,粤,7ca4
1030610000,粥,7ca5,粥,7ca5
1031180000,紫,7d2b,紫,7d2b
1031190000,絮,7d6e,絮,7d6e
1031940000,纜,7e9c,缆,7f06
2035140000,罥,7f65,罥,7f65
1032240000,羨,7fa8,羡,7fa1
1032380000,翔,7fd4,翔,7fd4
2035860000,耋,800b,耋,800b
3106940000,耠,8020,耠,8020
2036110000,聒,8052,聒,8052
1032770000,聯,806f,联,8054
2037310000,臠,81e0,脔,8114
1033430000,脾,813e,脾,813e
1033420000,腆,8146,腆,8146
3109550000,腈,8148,腈,8148
1033790000,臘,81d8,腊,814a
2036670000,腊,814a,腊,814a
1033380000,腋,814b,腋,814b
1042430000,醃,9183,腌,814c
2036680000,腌,814c,腌,814c
1033390000,腑,8151,腑,8151
2036690000,腒,8152,腒,8152
2036720000,腓,8153,腓,8153
1033370000,腔,8154,腔,8154
1033360000,腕,8155,腕,8155
6000160000,腚,815A,腚,815a
2036750000,腴,8174,腴,8174
1034050000,舒,8212,舒,8212
1034080000,舜,821c,舜,821c
1034660000,荊,834a,荆,8346
1025030000,犖,7296,荦,8366
1035900000,藥,85e5,药,836f
2039730000,葯,846f,药,836f
2039040000,莿,83bf,莿,83bf
2038910000,菀,83c0,菀,83c0
1035020000,菁,83c1,菁,83c1
2039230000,菂,83c2,菂,83c2
1035000000,菅,83c5,菅,83c5
2039000000,菆,83c6,菆,83c6
2039270000,菇,83c7,菇,83c7
2039010000,菈,83c8,菈,83c8
2039150000,菉,83c9,菉,83c9
1035130000,菊,83ca,菊,83ca
2039110000,菋,83cb,菋,83cb
1035100000,菌,83cc,菌,83cc
2039120000,菎,83ce,菎,83ce
2038880000,菏,83cf,菏,83cf
