新流水序,臺灣標準字,Unicode-tw,大陸規範字,Unicode-cn
1019870000,楹,6979,楹,6979
2017660000,楺,697a,楺,697a
1020130000,樓,6a13,楼,697c
1019810000,概,6982,概,6982
1019880000,榆,6986,榆,6986
2019250000,歃,6b43,歃,6b43
2019240000,歅,6b45,歅,6b45
1020590000,歇,6b47,歇,6b47
2019270000,歈,6b48,歈,6b48
2019500000,殛,6b9b,殛,6b9b
3058570000,殜,6b9c,殜,6b9c
1020940000,殿,6bbf,殿,6bbf
1020930000,毀,6bc0,毁,6bc1
1024580000,燬,71ec,毁,6bc1
1021010000,毓,6bd3,毓,6bd3
3060030000,毸,6bf8,毸,6bf8
2019880000,毹,6bf9,毹,6bf9
2019860000,毻,6bfb,毻,6bfb
2019870000,毼,6bfc,毼,6bfc
1021070000,毽,6bfd,毽,6bfd
1021230000,氳,6c33,氲,6c32
1022820000,源,6e90,源,6e90
2022050000,溠,6ea0,溠,6ea0
1022860000,溥,6ea5,溥,6ea5
2022180000,溦,6ea6,溦,6ea6
1022960000,溪,6eaa,溪,6eaa
1039040000,谿,8c3f,溪,6eaa
3063340000,溭,6ead,溭,6ead
1022780000,溯,6eaf,溯,6eaf
2022200000,溲,6eb2,溲,6eb2
2022150000,溷,6eb7,溷,6eb7
2022110000,溽,6ebd,溽,6ebd
1022810000,滂,6ec2,滂,6ec2
1022840000,滇,6ec7,滇,6ec7
2022170000,滍,6ecd,滍,6ecd
1022910000,滑,6ed1,滑,6ed1
1022790000,滓,6ed3,滓,6ed3
1022950000,滔,6ed4,滔,6ed4
3064400000,潷,6f77,滗,6ed7
3063100000,滘,6ed8,滘,6ed8
1022990000,滾,6efe,滚,6eda
2023260000,瀅,7005,滢,6ee2
1023820000,灤,7064,滦,6ee6
1023530000,濱,6ff1,滨,6ee8
1023800000,灘,7058,滩,6ee9
2024100000,煁,7141,煁,7141
4073650000,煅,7145,煅,7145
2024070000,煆,7146,煆,7146
1024280000,煌,714c,煌,714c
1024190000,煎,714e,煎,714e
2024050000,煔,7154,煔,7154
1024250000,煜,715c,煜,715c
2024110000,煝,715d,煝,715d
1024300000,煞,715e,煞,715e
2024080000,煣,7163,煣,7163
1024220000,煤,7164,煤,7164
1024270000,煦,7166,煦,7166
1024240000,照,7167,照,7167
2023760000,炤,70a4,照,7167
2024120000,煨,7168,煨,7168
2024150000,煲,7172,煲,7172
6000200000,煳,7173,煳,7173
3067650000,煸,7178,煸,7178
2024630000,牏,724f,牏,724f
1024820000,牒,7252,牒,7252
1025480000,獻,737b,献,732e
1025330000,猷,7337,猷,7337
2025560000,猺,733a,猺,733a
2025530000,猼,733c,猼,733c
1025360000,猾,733e,猾,733e
1025350000,猿,733f,猿,733f
2043360000,蝯,876f,猿,733f
2025570000,獀,7340,獀,7340
3072650000,獉,7349,獉,7349
2025580000,獊,734a,獊,734a
2026460000,瑀,7440,瑀,7440
1025860000,瑕,7455,瑕,7455
1025850000,瑚,745a,瑚,745a
1025920000,瑛,745b,瑛,745b
1025930000,瑜,745c,瑜,745c
1025880000,瑞,745e,瑞,745e
1025870000,瑟,745f,瑟,745f
2026990000,瓽,74fd,瓽,74fd
2026970000,瓿,74ff,瓿,74ff
2027130000,甝,751d,甝,751d
1026530000,畸,7578,畸,7578
1026850000,痰,75f0,痰,75f0
1026880000,痱,75f1,痱,75f1
1026870000,痲,75f2,痳,75f3
1026910000,痴,75f4,痴,75f4
1026890000,痺,75fa,痹,75f9
2027730000,痼,75fc,痼,75fc
1026900000,痿,75ff,痿,75ff
1026840000,瘀,7600,瘀,7600
1026860000,瘁,7601,瘁,7601
2027700000,瘃,7603,瘃,7603
2028210000,皙,7699,皙,7699
2028400000,盝,76dd,盝,76dd
1027490000,盟,76df,盟,76df
2028880000,睖,7756,睖,7756
2028890000,睚,775a,睚,775a
1027780000,睛,775b,睛,775b
1027820000,督,7763,督,7763
1027800000,睦,7766,睦,7766
1027880000,睨,7768,睨,7768
2028900000,睩,7769,睩,7769
1027790000,睫,776b,睫,776b
1027850000,睬,776c,睬,776c
1027830000,睹,7779,睹,7779
1028210000,矮,77ee,矮,77ee
2029870000,碆,7886,碆,7886
1028470000,碉,7889,碉,7889
1028460000,碌,788c,碌,788c
1028720000,礙,7919,碍,788d
1028440000,碗,7897,碗,7897
2030120000,磣,78e3,碜,789c
3087720000,碡,78a1,碡,78a1
1028430000,碰,78b0,碰,78b0
1029350000,稟,7a1f,禀,7980
1028990000,禁,7981,禁,7981
1029100000,禽,79bd,禽,79bd
2031070000,稑,7a11,稑,7a11
1029340000,稔,7a14,稔,7a14
1029330000,稠,7a20,稠,7a20
2031480000,窞,7a9e,窞,7a9e
1029660000,窟,7a9f,窟,7a9f
1029670000,窠,7aa0,窠,7aa0
2031470000,窢,7aa2,窢,7aa2
2031460000,窣,7aa3,窣,7aa3
2031660000,竫,7aeb,竫,7aeb
1030080000,筠,7b60,筠,7b60
2032050000,筥,7b65,筥,7b65
2032040000,筲,7b72,筲,7b72
1030060000,筷,7b77,筷,7b77
1030460000,籌,7c4c,筹,7b79
1030770000,糧,7ce7,粮,7cae
1030620000,粱,7cb1,粱,7cb1
2033090000,粲,7cb2,粲,7cb2
1030630000,粳,7cb3,粳,7cb3
4094610000,秔,79D4,粳,7cb3
2035190000,罨,7f68,罨,7f68
1032070000,罪,7f6a,罪,7f6a
1032050000,置,7f6e,置,7f6e
2007520000,寘,5bd8,置,7f6e
2035460000,羧,7fa7,羧,7fa7
1032710000,聘,8058,聘,8058
1032850000,肄,8084,肄,8084
1032840000,肆,8086,肆,8086
2036780000,腠,8160,腠,8160
2036830000,腢,8162,腢,8162
1033480000,腥,8165,腥,8165
2036880000,腧,8167,腧,8167
3110060000,腨,8168,腨,8168
2036810000,腩,8169,腩,8169
2063240000,齶,9f76,腭,816d
4112140000,腭,816D,腭,816d
1033490000,腮,816e,腮,816e
1033460000,腰,8170,腰,8170
1033450000,腱,8171,腱,8171
1033520000,腹,8179,腹,8179
1033530000,腺,817a,腺,817a
1045070000,靦,9766,腼,817c
6000220000,腼,817C,腼,817c
2036920000,膃,8183,腽,817d
1033970000,舅,8205,舅,8205
2037570000,艄,8244,艄,8244
1034200000,艇,8247,艇,8247
2039610000,菙,83d9,菙,83d9
2039600000,萩,8429,萩,8429
2039650000,萭,842d,萭,842d
2039630000,萯,842f,萯,842f
2039410000,萰,8430,萰,8430
1035210000,萱,8431,萱,8431
2039580000,萲,8432,萲,8432
2039540000,萴,8434,萴,8434
2039510000,萷,8437,萷,8437
2039690000,萹,8439,萹,8439
1035280000,萼,843c,萼,843c
1035200000,落,843d,落,843d
2039300000,萿,843f,萿,843f
2039380000,葀,8440,葀,8440
2039640000,葂,8442,葂,8442
2039590000,葅,8445,葅,8445
2039670000,葆,8446,葆,8446
1035250000,葉,8449,葉,8449
2039620000,葋,844b,葋,844b
2039710000,葌,844c,葌,844c
2039420000,葍,844d,葍,844d
2039700000,葎,844e,葎,844e
3117180000,葐,8450,葐,8450
2039370000,葑,8451,葑,8451
4118200000,葓,8453,葓,8453
2039310000,葖,8456,葖,8456
2039450000,葙,8459,葙,8459
2039440000,葚,845a,葚,845a
1035270000,葛,845b,葛,845b
3117210000,葜,845c,葜,845c
2039500000,葞,845e,葞,845e
2039660000,葟,845f,葟,845f
1035300000,葡,8461,葡,8461
1035310000,董,8463,董,8463
2039360000,葥,8465,葥,8465
1035320000,葩,8469,葩,8469
1035240000,葫,846b,葫,846b
1035260000,葬,846c,葬,846c
2039520000,葭,846d,葭,846d
2039680000,葰,8470,葰,8470
1035590000,蔥,8525,葱,8471
2039470000,葳,8473,葳,8473
2039460000,葴,8474,葴,8474
1035220000,葵,8475,葵,8475
2039320000,葶,8476,葶,8476
2039570000,葸,8478,葸,8478
2039330000,葹,8479,葹,8479
2039550000,葺,847a,葺,847a
2039430000,葽,847d,葽,847d
3117690000,蒕,8495,蒀,8480
1035180000,蒂,8482,蒂,8482
2039390000,蒆,8486,蒆,8486
3117050000,蒈,8488,蒈,8488
2039350000,蒍,848d,蒍,848d
3116410000,蒎,848e,蒎,848e
2039290000,蓱,84f1,蓱,84f1
2039490000,蔇,8507,蔇,8507
1036110000,虞,865e,虞,865e
2042740000,蛸,86f8,蛸,86f8
1036390000,蛹,86f9,蛹,86f9
1036470000,蜃,8703,蜃,8703
1036410000,蜈,8708,蜈,8708
2042760000,蜎,870e,蜎,870e
1036450000,蛻,86fb,蜕,8715
1037030000,衙,8859,衙,8859
2045090000,裎,88ce,裎,88ce
2045120000,裒,88d2,裒,88d2
1037270000,裔,88d4,裔,88d4
1037340000,裕,88d5,裕,88d5
1037300000,裘,88d8,裘,88d8
2046160000,觜,89dc,觜,89dc
2046100000,觟,89df,觟,89df
1037780000,解,89e3,解,89e3
2046110000,觥,89e5,觥,89e5
1037800000,觸,89f8,触,89e6
2046660000,訾,8a3e,訾,8a3e
1038300000,詹,8a79,詹,8a79
1039150000,豢,8c62,豢,8c62
2048020000,貆,8c86,貆,8c86
2048470000,趑,8d91,趑,8d91
2048900000,跐,8dd0,跐,8dd0
1040140000,跨,8de8,跨,8de8
1040180000,跪,8dea,跪,8dea
2048970000,跫,8deb,跫,8deb
2048880000,跱,8df1,跱,8df1
1040170000,跺,8dfa,跺,8dfa
1040580000,躲,8eb2,躲,8eb2
1040890000,輸,8f38,输,8f93
1041070000,辭,8fad,辞,8f9e
1044000000,闢,95e2,辟,8f9f
1041620000,逼,903c,逼,903c
1041700000,逾,903e,逾,903e
2049360000,踰,8e30,逾,903e
1041710000,遁,9041,遁,9041
2050970000,遯,906f,遁,9041
1041600000,遂,9042,遂,9042
2050910000,遄,9044,遄,9044
1041650000,遇,9047,遇,9047
1041680000,遍,904d,遍,904d
1041660000,遏,904f,遏,904f
1041640000,遐,9050,遐,9050
1041690000,遑,9051,遑,9051
2050890000,遒,9052,遒,9052
1041590000,道,9053,道,9053
1042350000,酪,916a,酪,916a
1042340000,酬,916c,酬,916c
2052280000,酮,916e,酮,916e
2052290000,酯,916f,酯,916f
1042540000,釉,91c9,釉,91c9
1043060000,錠,9320,锭,952d
1044440000,隨,96a8,随,968f
1044380000,隔,9694,隔,9694
1044370000,隘,9698,隘,9698
1044570000,雍,96cd,雍,96cd
2055770000,雝,96dd,雍,96cd
1044640000,雛,96db,雏,96cf
1044750000,零,96f6,零,96f6
1044720000,雷,96f7,雷,96f7
1044740000,雹,96f9,雹,96f9
1045000000,靖,9756,靖,9756
2056090000,靳,9773,靳,9773
1045100000,靴,9774,靴,9774
1045110000,靶,9776,靶,9776
2056110000,靸,9778,靸,9778
1045340000,韻,97fb,韵,97f5
2058660000,骭,9aad,骭,9aad
1047530000,麂,9e82,麂,9e82
1047890000,鼠,9f20,鼠,9f20
3110310000,䐞,441e,䐞,441e
2001630000,僎,50ce,僎,50ce
1002420000,像,50cf,像,50cf
1002380000,僖,50d6,僖,50d6
1002350000,僧,50e7,僧,50e7
2001620000,僪,50ea,僪,50ea
2001600000,僳,50f3,僳,50f3
1002800000,兢,5162,兢,5162
1003220000,凳,51f3,凳,51f3
2002420000,劀,5280,劀,5280
2002850000,厬,53ac,厬,53ac
1012290000,廝,5edd,厮,53ae
1006710000,嗷,55f7,嗷,55f7
1006610000,嗾,55fe,嗾,55fe
2004210000,嘄,5604,嘄,5604
1006680000,嘉,5609,嘉,5609
2004090000,嘌,560c,嘌,560c
2004150000,嘐,5610,嘐,5610
2004100000,嘒,5612,嘒,5612
1006810000,噓,5653,嘘,5618
1006630000,嘛,561b,嘛,561b
2004200000,嘝,561d,嘝,561d
1006730000,嘟,561f,嘟,561f
2004070000,嘧,5627,嘧,5627
2005810000,塺,587a,塺,587a
1008050000,塾,587e,塾,587e
2005770000,墁,5881,墁,5881
1008060000,境,5883,境,5883
1008100000,墅,5885,墅,5885
3017950000,墈,5888,墈,5888
2005720000,墉,5889,墉,5889
3017840000,墒,5892,墒,5892
1008070000,墓,5893,墓,5893
1024780000,牆,7246,墙,5899
3017810000,墚,589a,墚,589a
2006000000,壾,58fe,壾,58fe
1008470000,夤,5924,夤,5924
2006950000,嫕,5ad5,嫕,5ad5
1009670000,嫖,5ad6,嫖,5ad6
1009680000,嫘,5ad8,嫘,5ad8
2006970000,嫚,5ada,嫚,5ada
2007030000,嫛,5adb,嫛,5adb
2006920000,嫜,5adc,嫜,5adc
2007020000,嫠,5ae0,嫠,5ae0
1009630000,嫡,5ae1,嫡,5ae1
2007010000,嫢,5ae2,嫢,5ae2
1009690000,嫣,5ae3,嫣,5ae3
2006940000,嫥,5ae5,嫥,5ae5
1009640000,嫦,5ae6,嫦,5ae6
1009650000,嫩,5ae9,嫩,5ae9
2006960000,嫪,5aea,嫪,5aea
2006990000,嫫,5aeb,嫫,5aeb
2006980000,嫭,5aed,嫭,5aed
2006930000,嫮,5aee,嫮,5aee
2007000000,嫳,5af3,嫳,5af3
1010000000,孵,5b75,孵,5b75
1010420000,寞,5bde,寞,5bde
1010500000,察,5bdf,察,5bdf
4134980000,詧,8A67,察,5bdf
2007540000,寠,5be0,寠,5be0
1010440000,寡,5be1,寡,5be1
1010490000,寤,5be4,寤,5be4
1010450000,寥,5be5,寥,5be5
1010470000,寨,5be8,寨,5be8
2007740000,屣,5c63,屣,5c63
2008680000,嶀,5d80,嶀,5d80
2008670000,嶂,5d82,嶂,5d82
1011870000,幔,5e54,幔,5e54
1011850000,幕,5e55,幕,5e55
2009370000,幙,5e59,幙,5e59
1011830000,幛,5e5b,幛,5e5b
3033380000,廒,5ed2,廒,5ed2
1012240000,廓,5ed3,廓,5ed3
1012250000,廖,5ed6,廖,5ed6
2009780000,廘,5ed8,廘,5ed8
1012420000,弊,5f0a,弊,5f0a
2010240000,彯,5f6f,彯,5f6f
1012740000,彰,5f70,彰,5f70
2011610000,愬,612c,愬,612c
1014160000,愿,613f,愿,613f
1045650000,願,9858,愿,613f
2011630000,慁,6141,慁,6141
2011690000,慓,6153,慓,6153
2011740000,慔,6154,慔,6154
1014190000,慢,6162,慢,6162
2011770000,慥,6165,慥,6165
2011650000,慵,6175,慵,6175
1014180000,慷,6177,慷,6177
2011720000,憀,6180,憀,6180
3038940000,憁,6181,憁,6181
1014810000,截,622a,截,622a
2012360000,戩,6229,戬,622c
3043800000,搿,643f,搿,643f
2013990000,摎,644e,摎,644e
2014050000,摓,6453,摓,6453
1016510000,摔,6454,摔,6454
2013880000,摛,645b,摛,645b
2013900000,摝,645d,摝,645d
1016570000,摧,6467,摧,6467
2013890000,摭,646d,摭,646d
2013910000,摴,6474,摴,6474
1016530000,摸,6478,摸,6478
2013950000,摽,647d,摽,647d
2014000000,撂,6482,撂,6482
1016520000,撤,64a4,撤,64a4
1017360000,敲,6572,敲,6572
2019660000,毃,6bc3,敲,6572
1017500000,斡,65a1,斡,65a1
1017680000,旗,65d7,旗,65d7
2015070000,旂,65c2,旗,65d7
2015710000,暝,669d,暝,669d
1018180000,暨,66a8,暨,66a8
2015970000,朅,6705,朅,6705
2017980000,榍,698d,榍,698d
2017960000,榎,698e,榎,698e
1019910000,榕,6995,榕,6995
2017950000,榙,6999,榙,6999
1019960000,榛,699b,榛,699b
2024640000,牓,7253,榜,699c
2018050000,榤,69a4,榤,69a4
1016360000,搾,643e,榨,69a8
1019900000,榨,69a8,榨,69a8
1020030000,榭,69ad,榭,69ad
2017910000,榰,69b0,榰,69b0
1019970000,榷,69b7,榷,69b7
2018080000,榹,69b9,榹,69b9
1019980000,榻,69bb,榻,69bb
2018000000,榾,69be,榾,69be
1019920000,槁,69c1,槁,69c1
4059270000,槀,69C0,槁,69c1
2018100000,槃,69c3,槃,69c3
2017870000,槉,69c9,槉,69c9
2018090000,槊,69ca,槊,69ca
1020040000,槌,69cc,槌,69cc
2017890000,槎,69ce,槎,69ce
1020010000,槐,69d0,槐,69d0
2019300000,歋,6b4b,歋,6b4b
1020610000,歌,6b4c,歌,6b4c
4135930000,謌,8B0C,歌,6b4c
2019520000,殟,6b9f,殟,6b9f
2019530000,殠,6ba0,殠,6ba0
1020870000,殯,6baf,殡,6ba1
2019890000,毾,6bfe,毾,6bfe
2022550000,滫,6eeb,滫,6eeb
2022480000,滮,6eee,滮,6eee
1023010000,滴,6ef4,滴,6ef4
2022270000,滵,6ef5,滵,6ef5
1023070000,漂,6f02,漂,6f02
1023110000,漆,6f06,漆,6f06
3063980000,漈,6f08,漈,6f08
2022350000,漉,6f09,漉,6f09
1023060000,漏,6f0f,漏,6f0f
1023000000,漓,6f13,漓,6f13
2023610000,灕,7055,漓,6f13
1022980000,演,6f14,演,6f14
1023160000,漕,6f15,漕,6f15
3063760000,漖,6f16,漖,6f16
2022400000,漘,6f18,漘,6f18
1023040000,漠,6f20,漠,6f20
1023020000,漩,6f29,漩,6f29
1023170000,漫,6f2b,漫,6f2b
2022490000,漭,6f2d,漭,6f2d
1023120000,漱,6f31,漱,6f31
1022970000,漳,6f33,漳,6f33
2022410000,漻,6f3b,漻,6f3b
2022510000,潀,6f40,潀,6f40
2022580000,潃,6f43,潃,6f43
1023190000,澈,6f88,澈,6f88
3067940000.001,煻,717b,煻,717b
1024330000,煽,717d,煽,717d
2024190000,熀,7180,熀,7180
1024350000,熄,7184,熄,7184
2024160000,熇,7187,熇,7187
1024340000,熊,718a,熊,718a
1024600000,燻,71fb,熏,718f
1035840000,薰,85b0,熏,718f
2024170000,熐,7190,熐,7190
1024310000,熔,7194,熔,7194
6000440000,熘,7198,熘,7198
2024600000,牄,7244,牄,7244
2024850000,犕,7295,犕,7295
2024840000,犗,7297,犗,7297
2025620000,獌,734c,獌,734c
4081150000,瑨,7468,瑨,7468
1025970000,瑰,7470,瑰,7470
2026500000,瑵,7475,瑵,7475
1025940000,瑤,7464,瑶,7476
2026730000,璸,74b8,瑸,7478
2027000000,甀,7500,甀,7500
2027010000,甂,7502,甂,7502
2027020000,甃,7503,甃,7503
1026170000,甄,7504,甄,7504
1026590000,疑,7591,疑,7591
2027790000,瘈,7608,瘈,7608
2027820000,瘑,7611,瘑,7611
1027920000,睡,7761,睡,7761
2028980000,睮,776e,睮,776e
1027840000,睪,776a,睾,777e
2029010000,睾,777e,睾,777e
1027910000,睿,777f,睿,777f
2028940000,瞁,7781,瞁,7781
2028970000,瞂,7782,瞂,7782
1027890000,瞄,7784,瞄,7784
2028960000,瞅,7785,瞅,7785
2029940000,硾,787e,硾,787e
1028510000,碟,789f,碟,789f
2029920000,碣,78a3,碣,78a3
3088040000,碥,78a5,碥,78a5
1028520000,碧,78a7,碧,78a7
2029890000,碪,78aa,碪,78aa
1047500000,鹼,9e7c,碱,78b1
4180550000,鹻,9E7B,碱,78b1
1028530000,碳,78b3,碳,78b3
2029900000,碴,78b4,碴,78b4
1028500000,磁,78c1,磁,78c1
2030630000,禊,798a,禊,798a
2030640000,禋,798b,禋,798b
1029010000,福,798f,福,798f
2030650000,禖,7996,禖,7996
2031160000,稯,7a2f,稯,7a2f
2031150000,稰,7a30,稰,7a30
1029520000,穩,7a69,稳,7a33
2031490000,窨,7aa8,窨,7aa8
2031510000,窬,7aac,窬,7aac
1029810000,竭,7aed,竭,7aed
1029820000,端,7aef,端,7aef
1030120000,筵,7b75,筵,7b75
2032180000,箍,7b8d,箍,7b8d
2032210000,箎,7b8e,箎,7b8e
2032150000,箐,7b90,箐,7b90
2032900000,籙,7c59,箓,7b93
1030130000,算,7b97,算,7b97
2032120000,箜,7b9c,箜,7b9c
1030140000,箝,7b9d,箝,7b9d
2032160000,箸,7bb8,箸,7bb8
1030650000,粹,7cb9,粹,7cb9
2033120000,粼,7cbc,粼,7cbc
1030660000,粽,7cbd,粽,7cbd
1030670000,精,7cbe,精,7cbe
2033110000,粿,7cbf,粿,7cbf
2033200000,糝,7cdd,糁,7cc1
2034030000,綮,7dae,綮,7dae
3105000000,罱,7f71,罱,7f71
1032420000,翟,7fdf,翟,7fdf
1032400000,翠,7fe0,翠,7fe0
1032410000,翡,7fe1,翡,7fe1
2035950000,耤,8024,耤,8024
1032730000,聚,805a,聚,805a
1032870000,肇,8087,肇,8087
1033440000,腐,8150,腐,8150
1033590000,腿,817f,腿,817f
1033550000,膀,8180,膀,8180
4171990000,髈,9AC8,膀,8180
2036960000,膂,8182,膂,8182
2036910000,膆,8186,膆,8186
1033570000,膈,8188,膈,8188
1033580000,膊,818a,膊,818a
2036940000,膍,818d,膍,818d
1033560000,膏,818f,膏,818f
1033840000,臧,81e7,臧,81e7
1034060000,舔,8214,舔,8214
1034090000,舞,821e,舞,821e
2037610000,艋,824b,艋,824b
1036690000,螢,87a2,萤,8424
1031620000,縈,7e08,萦,8426
2039740000,蒗,8497,蒗,8497
2040050000,蒘,8498,蒘,8498
1023560000,濛,6fdb,蒙,8499
1028100000,矇,77c7,蒙,8499
1035370000,蒙,8499,蒙,8499
2012150000,懞,61de,蒙,8499
2039900000,蒚,849a,蒚,849a
2040000000,蒛,849b,蒛,849b
1035400000,蒜,849c,蒜,849c
2039930000,蒝,849d,蒝,849d
2039770000,蒟,849f,蒟,849f
2040090000,蒠,84a0,蒠,84a0
2039760000,蒡,84a1,蒡,84a1
2039960000,蒢,84a2,蒢,84a2
2039940000,蒧,84a7,蒧,84a7
2040030000,蒨,84a8,蒨,84a8
2040010000,蒩,84a9,蒩,84a9
2039890000,蒪,84aa,蒪,84aa
2039840000,蒫,84ab,蒫,84ab
2039820000,蒬,84ac,蒬,84ac
2039830000,蒮,84ae,蒮,84ae
2040020000,蒯,84af,蒯,84af
2039910000,蒱,84b1,蒱,84b1
1035390000,蒲,84b2,蒲,84b2
2039860000,蒴,84b4,蒴,84b4
2040060000,蒶,84b6,蒶,84b6
1035420000,蒸,84b8,蒸,84b8
2039850000,蒹,84b9,蒹,84b9
2039790000,蒺,84ba,蒺,84ba
2039950000,蒻,84bb,蒻,84bb
3117650000,蒽,84bd,蒽,84bd
1035340000,蒿,84bf,蒿,84bf
2039870000,蓁,84c1,蓁,84c1
2039810000,蓂,84c2,蓂,84c2
1035360000,蓄,84c4,蓄,84c4
2039980000,蓇,84c7,蓇,84c7
1035330000,蓉,84c9,蓉,84c9
2040070000,蓊,84ca,蓊,84ca
2039990000,蓌,84cc,蓌,84cc
2039880000,蓍,84cd,蓍,84cd
2039800000,蓎,84ce,蓎,84ce
2040080000,蓏,84cf,蓏,84cf
2039920000,蓐,84d0,蓐,84d0
1030250000,簑,7c11,蓑,84d1
2039780000,蓑,84d1,蓑,84d1
1035440000,蓓,84d3,蓓,84d3
2040040000,蓖,84d6,蓖,84d6
2040170000,蔉,8509,蓘,84d8
2043150000,蜑,8711,蜑,8711
2043040000,蜒,8712,蜒,8712
2043130000,蜚,871a,蜚,871a
1036490000,蜜,871c,蜜,871c
1036930000,蠟,881f,蜡,8721
2042840000,蜣,8723,蜣,8723
2042830000,蜷,8737,蜷,8737
1036500000,蜻,873b,蜻,873b
2043080000,蝂,8742,蝂,8742
1036850000,蠅,8805,蝇,8747
1037370000,裴,88f4,裴,88f4
1037390000,裸,88f8,裸,88f8
1037380000,裹,88f9,裹,88f9
1037360000,褂,8902,褂,8902
1037420000,褚,891a,褚,891a
2046180000,觫,89eb,觫,89eb
1038370000,誓,8a93,誓,8a93
1039250000,貌,8c8c,貌,8c8c
3137470000,趖,8d96,趖,8d96
2049020000,跽,8dfd,跽,8dfd
2049060000,踆,8e06,踆,8e06
1040290000,踴,8e34,踊,8e0a
1041040000,辣,8fa3,辣,8fa3
1041730000,遘,9058,遘,9058
2050940000,遛,905b,遛,905b
2050930000,遝,905d,遝,905d
2050920000,遢,9062,遢,9062
1041750000,遣,9063,遣,9063
2051820000,鄘,9118,鄘,9118
1042190000,鄙,9119,鄙,9119
2051890000,鄚,911a,鄚,911a
2051870000,鄞,911e,鄞,911e
2051840000,鄠,9120,鄠,9120
2052310000,酲,9172,酲,9172
1042370000,酵,9175,酵,9175
3147410000,酶,9176,酶,9176
1042390000,酷,9177,酷,9177
1042380000,酸,9178,酸,9178
1043660000,鑾,947e,銮,92ae
1044400000,隙,9699,隙,9699
1044410000,障,969c,障,969c
1044760000,需,9700,需,9700
1045020000,靜,975c,静,9759
1045130000,鞅,9785,鞅,9785
1045330000,韶,97f6,韶,97f6
1046590000,骰,9ab0,骰,9ab0
2059260000,鬾,9b3e,鬾,9b3e
1046840000,魁,9b41,魁,9b41
1046850000,魂,9b42,魂,9b42
1047650000,麼,9ebc,麽,9ebd
3110570000,䐱,4431,䐱,4431
2019610000,殭,6bad,僵,50f5
2001760000,僶,50f6,僶,50f6
2001730000,僸,50f8,僸,50f8
2001800000,僽,50fd,僽,50fd
2001740000,儆,5106,儆,5106
2001780000,儋,510b,儋,510b
1003170000,凜,51dc,凛,51db
1003750000,劈,5288,劈,5288
2002590000,勰,52f0,勰,52f0
2004360000,嘬,562c,嘬,562c
1007230000,囑,56d1,嘱,5631
1006940000,嘴,5634,嘴,5634
1006760000,嘻,563b,嘻,563b
2004330000,噀,5640,噀,5640
2004290000,噉,5649,噉,5649
2004280000,噊,564a,噊,564a
1006820000,噎,564e,噎,564e
1006830000,噗,5657,噗,5657
2004320000,噚,565a,噚,565a
1008110000,墀,5880,墀,5880
1008130000,增,589e,增,589e
1008120000,墟,589f,墟,589f
2005870000,墣,58a3,墣,58a3
2005880000,墦,58a6,墦,58a6
2005820000,墩,58a9,墩,58a9
2005900000,墬,58ac,墬,58ac
2005890000,墯,58af,墯,58af
2007060000,嫴,5af4,嫴,5af4
2007090000,嫶,5af6,嫶,5af6
2007080000,嫷,5af7,嫷,5af7
2007070000,嫽,5afd,嫽,5afd
1009700000,嬉,5b09,嬉,5b09
1010970000,履,5c65,履,5c65
2007750000,屧,5c67,屧,5c67
2008830000,嶓,5d93,嶓,5d93
2008780000,嶙,5d99,嶙,5d99
1011370000,嶝,5d9d,嶝,5d9d
2008890000,嶞,5d9e,嶞,5d9e
2045620000,襆,8946,幞,5e5e
4036020000,幞,5E5E,幞,5e5e
2009410000,幡,5e61,幡,5e61
1011880000,幢,5e62,幢,5e62
2009860000,廛,5edb,廛,5edb
2010160000,彉,5f49,彉,5f49
1013020000,德,5fb7,德,5fb7
1014280000,慕,6155,慕,6155
1014270000,慝,615d,慝,615d
1014250000,慧,6167,慧,6167
2011970000,憖,6196,慭,616d
1014310000,慰,6170,慰,6170
2011790000,憃,6183,憃,6183
2011780000,憋,618b,憋,618b
1014370000,憎,618e,憎,618e
2011860000,憓,6193,憓,6193
2011890000,憟,619f,憟,619f
1014380000,憬,61ac,憬,61ac
2011820000,憰,61b0,憰,61b0
1014820000,戮,622e,戮,622e
1016580000,摩,6469,摩,6469
2014090000,摮,646e,摮,646e
2014100000,摰,6470,摰,6470
1016600000,摹,6479,摹,6479
1016640000,撐,6490,撑,6491
1016700000,撒,6492,撒,6492
1016680000,撕,6495,撕,6495
2014130000,撖,6496,撖,6496
2014160000,撗,6497,撗,6497
2014110000,撙,6499,撙,6499
1016740000,撚,649a,撚,649a
1016610000,撞,649e,撞,649e
1016750000,撬,64ac,撬,64ac
1016720000,播,64ad,播,64ad
1016710000,撮,64ae,撮,64ae
1016650000,撰,64b0,撰,64b0
1017380000,敷,6577,敷,6577
2014820000,敹,6579,敹,6579
1018190000,暮,66ae,暮,66ae
1018210000,暴,66b4,暴,66b4
2015740000,暵,66b5,暵,66b5
2018140000,槥,69e5,槥,69e5
2018280000,槲,69f2,槲,69f2
1020110000,槽,69fd,槽,69fd
2018260000,槾,69fe,槾,69fe
1020140000,樊,6a0a,樊,6a0a
2018130000,樗,6a17,樗,6a17
2018240000,樛,6a1b,樛,6a1b
1020060000,樟,6a1f,樟,6a1f
1020120000,模,6a21,模,6a21
1020220000,橫,6a6b,横,6a2a
2018900000,櫫,6aeb,橥,6a65
2030850000,歶,6b76,歶,6b76
