流水號,國字,審定音一,審定音二,審定音三,審定音四,審定音五,審定音六,
3820,閤,ㄍㄜˊ,ㄏㄜˊ,,,,,
3821,閬,ㄌㄤˇ,,,,,,
3822,閫,ㄎㄨㄣˇ,,,,,,
3823,閼,ㄜˋ,丨ㄢ,,,,,
3824,閾,ㄩˋ,,,,,,
3825,閹,丨ㄢ,,,,,,
3826,閶,ㄔㄤ,,,,,,
3827,閻,丨ㄢˊ,,,,,,
3828,闇,ㄢˋ,ㄢ,,,,,
3829,闋,ㄑㄩㄝˋ,,,,,,
3830,闉,丨ㄣ,,,,,,
3831,闍,ㄕㄜˊ,,,,,,
3832,闅,ㄨㄣˊ,,,,,,
3833,闆,ㄅㄢˇ,,,,,,
3834,闕,ㄑㄩㄝˋ,ㄑㄩㄝ,,,,,
3835,闖,ㄔㄨㄤˇ,,,,,,
3836,闓,ㄎㄞˇ,,,,,,
3837,闛,ㄊㄤˊ,,,,,,
3838,關,ㄍㄨㄢ,,,,,,
3839,闞,ㄎㄢˋ,,,,,,
3840,闡,ㄔㄢˇ,,,,,,
3841,闠,ㄏㄨㄟˋ,,,,,,
3842,闟,ㄒ丨ˋ,ㄊㄚˋ,,,,,
3843,阤,ㄓˋ,丨ˇ,,,,,
3844,阡,ㄑ丨ㄢ,,,,,,
3845,阬,ㄎㄥ,,,,,,
3846,阮,ㄖㄨㄢˇ,,,,,,
3847,阱,ㄐ丨ㄥˇ,,,,,,
3848,阨,ㄜˋ,,,,,,
3849,陀,ㄊㄨㄛˊ,,,,,,
3850,阿,ㄜ,ㄚ,,,,,
3851,阽,ㄉ丨ㄢˋ,,,,,,
3852,陂,ㄆ丨ˊ,ㄆㄛ,,,,,
3853,附,ㄈㄨˋ,,,,,,
3854,陏,ㄉㄨㄛˋ,,,,,,
3855,陊,ㄉㄨㄛˋ,,,,,,
3856,降,ㄐ丨ㄤˋ,ㄒ丨ㄤˊ,,,,,
3857,院,ㄩㄢˋ,,,,,,
3858,陘,ㄒ丨ㄥˊ,,,,,,
3859,陟,ㄓˋ,,,,,,
3860,除,ㄔㄨˊ,,,,,,
3861,陳,ㄔㄣˊ,,,,,,
3862,陸,ㄌㄨˋ,ㄌ丨ㄡˋ,,,,,
3863,陭,ㄑ丨ˊ,,,,,,
3864,陶,ㄊㄠˊ,丨ㄠˊ,,,,,
3865,陷,ㄒ丨ㄢˋ,,,,,,
3866,陰,丨ㄣ,,,,,,
3867,隊,ㄉㄨㄟˋ,,,,,,
3868,隋,ㄙㄨㄟˊ,,,,,,
3869,陾,ㄖㄥˊ,,,,,,
3870,隄,ㄊ丨ˊ,,,,,,
3871,隈,ㄨㄟ,,,,,,
3872,隃,ㄩˊ,,,,,,
3873,隘,ㄞˋ,,,,,,
3874,隔,ㄍㄜˊ,,,,,,
3875,隕,ㄩㄣˇ,,,,,,
3876,隑,ㄑ丨ˊ,,,,,,
3877,隗,ㄨㄟˇ,,,,,,
3878,障,ㄓㄤˋ,,,,,,
3879,隧,ㄙㄨㄟˋ,,,,,,
3880,隩,ㄩˋ,,,,,,
3881,險,ㄒ丨ㄢˇ,,,,,,
3882,隱,丨ㄣˇ,,,,,,
3883,隸,ㄌ丨ˋ,,,,,,
3884,隹,ㄓㄨㄟ,,,,,,
3885,隼,ㄓㄨㄣˇ,,,,,,
3886,雀,ㄑㄩㄝˋ,,,,,,
3887,雇,ㄍㄨˋ,,,,,,
3888,雅,丨ㄚˇ,丨ㄚ,,,,,
3889,雂,ㄑ丨ㄣˊ,,,,,,
3890,雍,ㄩㄥ,,,,,,
3891,雎,ㄐㄩ,,,,,,
3892,雉,ㄓˋ,,,,,,
3893,雊,ㄍㄡˋ,,,,,,
3894,雋,ㄐㄩㄢˋ,,,,,,
3895,雌,ㄘ,,,,,,
3896,雖,ㄙㄨㄟ,,,,,,
3897,雚,ㄍㄨㄢˋ,,,,,,
3898,雛,ㄔㄨˊ,,,,,,
3899,雝,ㄩㄥ,,,,,,
3900,雙,ㄕㄨㄤ,,,,,,
3901,雘,ㄏㄨㄛˋ,,,,,,
3902,巂,ㄒ丨,,,,,,
3903,離,ㄌ丨ˊ,,,,,,
3904,難,ㄋㄢˊ,ㄋㄢˋ,ㄋㄨㄛˊ,,,,
3905,雨,ㄩˇ,ㄩˋ,,,,,
3906,雪,ㄒㄩㄝˇ,,,,,,
3907,雩,ㄩˊ,,,,,,
3908,雱,ㄆㄤˊ,,,,,,
3909,雷,ㄌㄟˊ,,,,,,
3910,雹,ㄅㄠˊ,,,,,,
3911,零,ㄌ丨ㄥˊ,,,,,,
3912,需,ㄒㄩ,,,,,,
3913,霅,ㄓㄚˊ,,,,,,
3914,震,ㄓㄣˋ,,,,,,
3915,霢,ㄇㄛˋ,,,,,,
3916,霹,ㄆ丨,,,,,,
3917,霸,ㄅㄚˋ,ㄆㄛˋ,,,,,
3918,露,ㄌㄨˋ,ㄌㄡˋ,,,,,
3919,霿,ㄇㄥˊ,,,,,,
3920,靄,ㄞˇ,,,,,,
3921,靃,ㄏㄨㄛˋ,,,,,,
3922,靉,ㄞˋ,,,,,,
3923,青,ㄑ丨ㄥ,,,,,,
3924,非,ㄈㄟ,,,,,,
3925,靡,ㄇ丨ˇ,,,,,,
3926,靦,ㄇ丨ㄢˇ,ㄊ丨ㄢˇ,,,,,
3927,靨,丨ㄝˋ,,,,,,
3928,革,ㄍㄜˊ,,,,,,
3929,靪,ㄉ丨ㄥ,,,,,,
3930,靷,丨ㄣˇ,,,,,,
3931,靶,ㄅㄚˇ,ㄅㄚˋ,,,,,
3932,靸,ㄙㄚˇ,,,,,,
3933,靲,ㄑ丨ㄣˊ,,,,,,
3934,靾,丨ˋ,,,,,,
3935,鞅,丨ㄤ,,,,,,
3936,鞄,ㄅㄠ,,,,,,
3937,鞈,ㄐ丨ㄚˊ,ㄊㄚˋ,,,,,
3938,鞘,ㄑ丨ㄠˋ,,,,,,
3939,鞙,ㄐㄩㄢ,,,,,,
3940,鞔,ㄇㄢˊ,,,,,,
3941,鞠,ㄐㄩˊ,,,,,,
3942,鞞,ㄅ丨ㄥˇ,ㄅㄟ,,,,,
3943,鞣,ㄖㄡˊ,,,,,,
3944,鞬,ㄐ丨ㄢ,,,,,,
3945,鞮,ㄉ丨,,,,,,
3946,鞨,ㄏㄜˊ,,,,,,
3947,鞪,ㄇㄨˋ,ㄇㄡˊ,,,,,
3948,韃,ㄉㄚˊ,,,,,,
3949,韁,ㄐ丨ㄤ,,,,,,
3950,韄,ㄏㄨㄛˋ,,,,,,
3951,韎,ㄇㄟˋ,,,,,,
3952,韐,ㄍㄜˊ,,,,,,
3953,韗,ㄩㄣˋ,,,,,,
3954,韝,ㄍㄡ,,,,,,
3955,韞,ㄩㄣˋ,,,,,,
3956,韜,ㄊㄠ,,,,,,
3957,韣,ㄉㄨˊ,,,,,,
3958,韱,ㄒ丨ㄢ,,,,,,
3959,音,丨ㄣ,,,,,,
3960,竟,ㄐ丨ㄥˋ,,,,,,
3961,韹,ㄏㄨㄤˊ,,,,,,
3962,韽,ㄢ,,,,,,
3963,頁,丨ㄝˋ,,,,,,
3964,頄,ㄎㄨㄟˊ,,,,,,
3965,頃,ㄑ丨ㄥˇ,,,,,,
3966,頏,ㄏㄤˊ,,,,,,
3967,頊,ㄒㄩˋ,,,,,,
3968,頍,ㄎㄨㄟˇ,,,,,,
3969,頓,ㄉㄨㄣˋ,ㄉㄨˊ,,,,,
3970,頎,ㄑ丨ˊ,,,,,,
3971,頒,ㄅㄢ,,,,,,
3972,頌,ㄙㄨㄥˋ,,,,,,
3973,頗,ㄆㄛˇ,,,,,,
3974,頞,ㄜˋ,,,,,,
3975,頦,ㄏㄞˊ,ㄎㄜ,,,,,
3976,頡,ㄒ丨ㄝˊ,ㄐ丨ㄝˊ,,,,,
3977,頨,ㄩˇ,,,,,,
3978,頜,ㄍㄜˊ,,,,,,
3979,頫,ㄈㄨˇ,,,,,,
3980,頵,ㄐㄩㄣ,,,,,,
3981,頭,ㄊㄡˊ,,,,,,
3982,頸,ㄐ丨ㄥˇ,ㄍㄥˇ,,,,,
3983,頷,ㄏㄢˋ,,,,,,
3984,頯,ㄎㄨㄟˊ,,,,,,
3985,顄,ㄏㄢˋ,,,,,,
3986,顆,ㄎㄜ,,,,,,
3987,顉,ㄑ丨ㄣ,,,,,,
3988,顐,ㄏㄨㄣˊ,,,,,,
3989,額,ㄜˊ,,,,,,
3990,題,ㄊ丨ˊ,,,,,,
3991,顜,ㄐ丨ㄤˇ,,,,,,
3992,顝,ㄎㄨ,,,,,,
3993,顛,ㄉ丨ㄢ,,,,,,
3994,顠,ㄆ丨ㄠˇ,,,,,,
3995,顢,ㄇㄢˊ,,,,,,
3996,顫,ㄓㄢˋ,,,,,,
3997,顩,ㄑ丨ㄢ,,,,,,
3998,風,ㄈㄥ,ㄈㄥˋ,,,,,
3999,颮,ㄆㄠˊ,,,,,,
4000,颯,ㄙㄚˋ,,,,,,
4001,颺,丨ㄤˊ,,,,,,
4002,颸,ㄙ,,,,,,
4003,颾,ㄙㄠ,,,,,,
4004,颻,丨ㄠˊ,,,,,,
4005,颿,ㄈㄢˊ,,,,,,
4006,飂,ㄌ丨ㄠˊ,,,,,,
4007,食,ㄕˊ,ㄙˋ,丨ˋ,,,,
4008,冫食,ㄙㄨㄣ,ㄘㄢ,,,,,暫編於Unicode使用者造字區:FA7A8
4009,飪,ㄖㄣˋ,,,,,,
4010,飲,丨ㄣˇ,丨ㄣˋ,,,,,
4011,飩,ㄉㄨㄣˋ,,,,,,
4012,飯,ㄈㄢˋ,,,,,,
4013,飶,ㄅ丨ˋ,,,,,,
4014,飴,丨ˊ,,,,,,
4015,餃,ㄐ丨ㄠˇ,,,,,,
4016,餌,ㄦˇ,,,,,,
4017,餂,ㄊ丨ㄢˇ,,,,,,
4018,餉,ㄒ丨ㄤˇ,,,,,,
4019,養,丨ㄤˇ,丨ㄤˋ,,,,,
4020,餔,ㄅㄨ,,,,,,
4021,館,ㄍㄨㄢˇ,,,,,,
4022,餤,ㄉㄢˋ,,,,,,
4023,餟,ㄓㄨㄟˋ,,,,,,
4024,餚,丨ㄠˊ,,,,,,
4025,餧,ㄨㄟˋ,,,,,,
4026,餫,ㄩㄣˋ,,,,,,
4027,餳,ㄒ丨ㄥˊ,,,,,,
4028,餲,ㄞˋ,,,,,,
4029,餾,ㄌ丨ㄡˋ,,,,,,
4030,饉,ㄐ丨ㄣˇ,,,,,,
4031,饌,ㄓㄨㄢˋ,,,,,,
4032,饐,丨ˋ,,,,,,
4033,饒,ㄖㄠˊ,,,,,,
4034,饎,ㄒ丨,,,,,,
4035,饋,ㄎㄨㄟˋ,,,,,,
4036,首,ㄕㄡˇ,,,,,,
4037,馗,ㄎㄨㄟˊ,,,,,,
4038,馘,ㄍㄨㄛˊ,ㄒㄩˋ,,,,,
4039,馝,ㄅ丨ˋ,,,,,,
4040,馣,丨ㄢˇ,,,,,,
4041,馥,ㄈㄨˋ,,,,,,
4042,馨,ㄒ丨ㄣ,,,,,,
4043,馮,ㄈㄥˊ,ㄆ丨ㄥˊ,,,,,
4044,馯,ㄏㄢˋ,ㄑ丨ㄢ,,,,,
4045,馱,ㄊㄨㄛˊ,ㄉㄨㄛˋ,,,,,
4046,馲,ㄓㄜˊ,,,,,,
4047,馴,ㄒㄩㄣˊ,,,,,,
4048,駃,ㄐㄩㄝˊ,,,,,,
4049,馹,ㄖˋ,,,,,,
4050,駔,ㄗㄤˇ,ㄗㄨˋ,,,,,
4051,駘,ㄊㄞˊ,ㄉㄞˋ,,,,,
4052,駭,ㄏㄞˋ,,,,,,
4053,駣,ㄊㄠˊ,,,,,,
4054,駩,ㄑㄩㄢˊ,,,,,,
4055,駺,ㄌㄤˊ,,,,,,
4056,駴,ㄒ丨ㄝˋ,ㄏㄞˋ,,,,,
4057,騃,ㄞˊ,,,,,,
4058,騎,ㄑ丨ˊ,,,,,,
4059,騤,ㄎㄨㄟˊ,,,,,,
4060,騝,ㄐ丨ㄢ,,,,,,
4061,騷,ㄙㄠ,,,,,,
4062,騬,ㄔㄥˊ,,,,,,
4063,騶,ㄗㄡ,,,,,,
4064,騩,ㄍㄨㄟ,,,,,,
4065,騫,ㄑ丨ㄢ,,,,,,
4066,騰,ㄊㄥˊ,,,,,,
4067,驅,ㄑㄩ,,,,,,
4068,騹,ㄑ丨ˊ,,,,,,
4069,騽,ㄒ丨ˊ,,,,,,
4070,驁,ㄠˊ,,,,,,
4071,驔,ㄉ丨ㄢˋ,,,,,,
4072,驒,ㄊㄨㄛˊ,ㄊㄢ,,,,,
4073,驕,ㄐ丨ㄠ,,,,,,
4074,驏,ㄓㄢˋ,,,,,,
4075,驦,ㄕㄨㄤ,,,,,,
4076,骨,ㄍㄨˇ,ㄍㄨˊ,ㄍㄨ,,,,
4077,骯,ㄤ,ㄎㄤˇ,,,,,
4078,骰,ㄊㄡˊ,,,,,,
4079,髁,ㄎㄜ,,,,,,
4080,髀,ㄅ丨ˋ,,,,,,
4081,髈,ㄆㄤˇ,,,,,,
4082,髊,ㄗˋ,,,,,,
4083,髒,ㄗㄤ,,,,,,
4084,髟,ㄅ丨ㄠ,ㄕㄢ,,,,,
4085,髦,ㄇㄠˊ,,,,,,
4086,髳,ㄇㄠˊ,ㄇㄥˊ,,,,,
4087,髻,ㄐ丨ˋ,,,,,,
4088,髺,ㄎㄨㄛˋ,,,,,,
4089,鬈,ㄑㄩㄢˊ,,,,,,
4090,鬄,ㄊ丨ˋ,,,,,,
4091,鬋,ㄐ丨ㄢ,,,,,,
4092,鬊,ㄕㄨㄣˋ,,,,,,
4093,鬌,ㄉㄨㄛˇ,,,,,,
4094,鬒,ㄓㄣˇ,,,,,,
4095,鬠,ㄎㄨㄛˋ,,,,,,
4096,鬤,ㄖㄤˊ,,,,,,
4097,䰖,ㄗㄨㄢˇ,,,,,,
4098,鬫,ㄏㄢˇ,,,,,,
4099,鬲,ㄍㄜˊ,ㄌ丨ˋ,,,,,
4100,鬵,ㄒ丨ㄣˊ,,,,,,
4101,鬻,ㄩˋ,,,,,,
4102,魁,ㄎㄨㄟˊ,,,,,,
4103,鬾,ㄑ丨ˊ,,,,,,
4104,魄,ㄆㄛˋ,ㄊㄨㄛˋ,,,,,
4105,魋,ㄊㄨㄟˊ,,,,,,
4106,魏,ㄨㄟˋ,,,,,,
4107,䰰,ㄒㄩ,,,,,,
4108,魡,ㄉ丨ˊ,,,,,,
4109,魧,ㄏㄤˊ,,,,,,
4110,魭,ㄩㄢˊ,,,,,,
4111,魼,ㄑㄩ,,,,,,
4112,鮓,ㄓㄚˇ,,,,,,
4113,鮮,ㄒ丨ㄢ,ㄒ丨ㄢˇ,,,,,
4114,鮧,丨ˊ,,,,,,
4115,鮭,ㄍㄨㄟ,ㄒ丨ㄝˊ,,,,,
4116,鮨,ㄑ丨ˊ,,,,,,
4117,鯆,ㄆㄨ,,,,,,
4118,鮸,ㄇ丨ㄢˇ,,,,,,
4119,鯈,ㄔㄡˊ,,,,,,
4120,鯽,ㄐ丨ˋ,,,,,,
4121,鯨,ㄐ丨ㄥ,,,,,,
4122,鯖,ㄑ丨ㄥ,,,,,,
4123,鯫,ㄗㄡ,,,,,,
4124,鯦,ㄐ丨ㄡˋ,,,,,,
4125,鰕,ㄒ丨ㄚ,,,,,,
4126,鰈,ㄉ丨ㄝˊ,,,,,,
4127,鯷,ㄊ丨ˊ,,,,,,
4128,鰅,ㄩˊ,,,,,,
4129,鰓,ㄙㄞ,ㄒ丨ˇ,,,,,
4130,鰒,ㄈㄨˋ,,,,,,
4131,鰍,ㄑ丨ㄡ,,,,,,
4132,鰜,ㄐ丨ㄢ,,,,,,
4133,鰨,ㄊㄚˋ,,,,,,
4134,鰥,ㄍㄨㄢ,,,,,,
4135,鰿,ㄐ丨ˊ,,,,,,
4136,鱄,ㄓㄨㄢ,,,,,,
4137,鰻,ㄇㄢˊ,,,,,,
4138,鱔,ㄕㄢˋ,,,,,,
4139,鱒,ㄗㄨㄣ,,,,,,
4140,鱊,ㄩˋ,,,,,,
4141,鱍,ㄅㄛ,,,,,,
4142,鱖,ㄍㄨㄟˋ,,,,,,
4143,鱣,ㄓㄢ,ㄕㄢˋ,,,,,
4144,鱦,ㄕㄥˊ,,,,,,
4145,鱟,ㄏㄡˋ,,,,,,
4146,鱳,ㄌㄨㄛˋ,,,,,,
4147,鱺,ㄌ丨ˊ,,,,,,
4148,鳥,ㄋ丨ㄠˇ,ㄉ丨ㄠˇ,,,,,
4149,鳭,ㄉ丨ㄠ,,,,,,
4150,鳱,ㄍㄢ,,,,,,
4151,鴃,ㄐㄩㄝˊ,,,,,,
4152,鳺,ㄈㄨ,,,,,,
4153,鴉,丨ㄚ,,,,,,
4154,鳻,ㄈㄣ,ㄅㄢ,,,,,
4155,鴥,ㄩˋ,,,,,,
4156,鴠,ㄉㄢˋ,,,,,,
4157,鴩,丨ˋ,,,,,,
4158,鴝,ㄑㄩˊ,ㄍㄡ,,,,,
4159,鴢,丨ㄠˇ,,,,,,
4160,鴳,丨ㄢˋ,,,,,,
4161,鴶,ㄐ丨ˊ,,,,,,
4162,鴮,ㄨ,,,,,,
4163,鴱,ㄞˋ,,,,,,
4164,鵅,ㄌㄨㄛˋ,ㄍㄜˊ,,,,,
4165,鵌,ㄊㄨˊ,,,,,,
4166,鵏,ㄅㄨˋ,,,,,,
4167,鵠,ㄏㄨˊ,ㄍㄨˇ,,,,,
4168,鵖,ㄐ丨ㄝˊ,,,,,,
4169,鶉,ㄔㄨㄣˊ,,,,,,
4170,鵽,ㄉㄨㄛˋ,,,,,,
4171,鵲,ㄑㄩㄝˋ,,,,,,
4172,鶂,丨ˋ,,,,,,
4173,鵯,ㄅㄟ,,,,,,
4174,鶩,ㄨˋ,,,,,,
4175,鶙,ㄊ丨ˊ,,,,,,
4176,鶤,ㄩㄣˋ,,,,,,
4177,鶣,ㄆ丨ㄢ,,,,,,
4178,鶝,ㄈㄨˊ,,,,,,
4179,鶪,ㄐㄩˊ,,,,,,
4180,鶗,ㄊ丨ˊ,,,,,,
4181,鶡,ㄏㄜˊ,,,,,,
4182,鶴,ㄏㄜˋ,,,,,,
4183,鶻,ㄍㄨˇ,ㄏㄨˊ,,,,,
4184,鶬,ㄘㄤ,,,,,,
4185,鷂,丨ㄠˋ,,,,,,
4186,鷎,ㄍㄠ,,,,,,
4187,鷖,丨,,,,,,
4188,鷕,丨ㄠˇ,,,,,,
4189,鷒,ㄊㄨㄢˊ,,,,,,
4190,鷞,ㄕㄨㄤˇ,,,,,,
4191,鷚,ㄌ丨ㄡˋ,,,,,,
4192,鷩,ㄅ丨ˋ,,,,,,
4193,鷻,ㄊㄨㄢˊ,,,,,,
4194,鷣,丨ㄣˊ,,,,,,
4195,鷯,ㄌ丨ㄠˊ,,,,,,
4196,鷤,ㄊㄢˊ,ㄊ丨ˊ,,,,,
4197,鷮,ㄐ丨ㄠ,,,,,,
4198,鷿,ㄆ丨ˋ,,,,,,
4199,鸀,ㄓㄨˊ,,,,,,
4200,鸒,ㄩˋ,,,,,,
4201,鸋,ㄋ丨ㄥˊ,,,,,,
4202,鸍,ㄕ,,,,,,
4203,鸐,ㄉ丨ˊ,,,,,,
4204,鸛,ㄍㄨㄢˋ,,,,,,
4205,鹹,ㄒ丨ㄢˊ,,,,,,
4206,鹽,丨ㄢˊ,丨ㄢˋ,,,,,
4207,麃,ㄅ丨ㄠ,ㄆㄠˊ,,,,,
4208,麆,ㄓㄨˋ,,,,,,
4209,麇,ㄐㄩㄣ,,,,,,
4210,麗,ㄌ丨ˋ,ㄌ丨ˊ,,,,,
4211,麑,ㄋ丨ˊ,,,,,,
4212,麡,ㄐ丨,,,,,,
4213,麥,ㄇㄞˋ,,,,,,
4214,麮,ㄑㄩˋ,,,,,,
4215,麼,ㄇㄛˊ,‧ㄇㄜ,ㄇㄚˊ,,,,
4216,黏,ㄋ丨ㄢˊ,,,,,,
4217,黐,ㄔ,,,,,,
4218,黑,ㄏㄟ,,,,,,
4219,黔,ㄑ丨ㄢˊ,,,,,,
4220,黦,丨ㄝˋ,,,,,,
4221,黤,丨ㄢˇ,,,,,,
4222,黨,ㄉㄤˇ,,,,,,
4223,黮,ㄊㄢˇ,,,,,,
4224,黭,丨ㄢˇ,,,,,,
4225,黽,ㄇ丨ㄣˇ,ㄇㄥˇ,,,,,
4226,鼂,ㄔㄠˊ,,,,,,
4227,鼐,ㄋㄞˋ,,,,,,
4228,鼕,ㄉㄨㄥ,,,,,,
4229,鼤,ㄨㄣˊ,,,,,,
4230,鼢,ㄈㄣˊ,,,,,,
4231,鼸,ㄑ丨ㄢˇ,,,,,,
4232,鼶,ㄙ,,,,,,
4233,鼾,ㄏㄢ,,,,,,
4234,齃,ㄏㄜˊ,,,,,,
4235,齊,ㄑ丨ˊ,ㄐ丨ˋ,ㄗ,,,,
4236,齋,ㄓㄞ,,,,,,
4237,齌,ㄐ丨ˋ,,,,,,
4238,齕,ㄏㄜˊ,,,,,,
4239,齖,丨ㄚˊ,,,,,,
4240,齗,丨ㄣˊ,,,,,,
4241,齛,ㄒ丨ㄝˋ,,,,,,
4242,齞,丨ㄢˇ,,,,,,
4243,齝,ㄔ,,,,,,
4244,齦,丨ㄣˊ,,,,,,
4245,齫,ㄎㄨㄣˇ,,,,,,
4246,齱,ㄗㄡ,,,,,,
4247,齰,ㄗㄜˊ,,,,,,
4248,齮,丨ˇ,,,,,,
4249,齵,ㄩˊ,,,,,,
4250,齺,ㄗㄡ,,,,,,
4251,龍,ㄌㄨㄥˊ,,,,,,
4252,龔,ㄍㄨㄥ,,,,,,
4253,龜,ㄍㄨㄟ,ㄐㄩㄣ,ㄑ丨ㄡ,,,,
