流水號,國字,審定音一,審定音二,審定音三,審定音四,審定音五,審定音六,
1059,掔,ㄑ丨ㄢ,,,,,,
1060,捥,ㄨㄢˋ,,,,,,
1061,控,ㄎㄨㄥˋ,,,,,,
1062,掊,ㄆㄡˊ,ㄆㄡˇ,,,,,
1063,接,ㄐ丨ㄝ,,,,,,
1064,捩,ㄌ丨ㄝˋ,,,,,,
1065,掠,ㄌㄩㄝˋ,,,,,,
1066,捽,ㄗㄨˊ,,,,,,
1067,探,ㄊㄢˋ,,,,,,
1068,掖,丨ㄝˋ,丨ㄝ,,,,,
1069,捲,ㄐㄩㄢˇ,,,,,,
1070,掞,丨ㄢˋ,,,,,,
1071,掇,ㄉㄨㄛˊ,,,,,,
1072,掃,ㄙㄠˇ,ㄙㄠˋ,,,,,
1073,捷,ㄐ丨ㄝˊ,,,,,,
1074,捧,ㄆㄥˇ,,,,,,
1075,据,ㄐㄩ,,,,,,
1076,掘,ㄐㄩㄝˊ,,,,,,
1077,掫,ㄗㄡ,,,,,,
1078,掝,ㄏㄨㄛˋ,,,,,,
1079,掗,丨ㄚˋ,丨ㄚˇ,,,,,
1080,措,ㄘㄨㄛˋ,,,,,,
1081,掩,丨ㄢˇ,,,,,,
1082,捵,ㄔㄣ,,,,,,
1083,掉,ㄉ丨ㄠˋ,,,,,,
1084,掙,ㄓㄥ,ㄓㄥˋ,,,,,
1085,排,ㄆㄞˊ,ㄆㄞˇ,,,,,
1086,捼,ㄖㄨㄛˊ,,,,,,
1087,掏,ㄊㄠ,,,,,,
1088,推,ㄊㄨㄟ,,,,,,
1089,掜,ㄋ丨ˇ,,,,,,
1090,捭,ㄅㄞˇ,,,,,,
1091,捻,ㄋ丨ㄢˇ,,,,,,
1092,掄,ㄌㄨㄣˊ,ㄌㄨㄣ,,,,,
1093,掣,ㄔㄜˋ,,,,,,
1094,揥,ㄊ丨ˋ,,,,,,
1095,揮,ㄏㄨㄟ,,,,,,
1096,揯,ㄍㄥˋ,,,,,,
1097,揃,ㄐ丨ㄢˇ,,,,,,
1098,揉,ㄖㄡˊ,,,,,,
1099,揆,ㄎㄨㄟˊ,,,,,,
1100,揵,ㄑ丨ㄢˊ,ㄐ丨ㄢˋ,,,,,
1101,揳,ㄒ丨ㄝ,,,,,,
1102,揟,ㄒㄩ,,,,,,
1103,揲,ㄕㄜˊ,,,,,,
1104,揩,ㄎㄞ,,,,,,
1105,提,ㄊ丨ˊ,ㄕˊ,,,,,
1106,揖,丨,,,,,,
1107,揭,ㄐ丨ㄝ,ㄑ丨ˋ,,,,,
1108,掾,ㄩㄢˋ,,,,,,
1109,揣,ㄔㄨㄞˇ,,,,,,
1110,援,ㄩㄢˊ,,,,,,
1111,揝,ㄗㄨㄢˋ,,,,,,
1112,揘,ㄏㄨㄤˊ,,,,,,
1113,揄,ㄩˊ,,,,,,
1114,揜,丨ㄢˇ,,,,,,
1115,揱,ㄒ丨ㄠ,,,,,,
1116,揫,ㄐ丨ㄡ,,,,,,
1117,摡,ㄍㄞˋ,,,,,,
1118,撝,ㄏㄨㄟ,,,,,,
1119,搴,ㄑ丨ㄢ,,,,,,
1120,搳,ㄏㄨㄚˊ,,,,,,
1121,搒,ㄅㄥˋ,,,,,,
1122,搧,ㄕㄢ,,,,,,
1123,搞,ㄍㄠˇ,,,,,,
1124,搉,ㄑㄩㄝˋ,,,,,,
1125,搐,ㄔㄨˋ,,,,,,
1126,搦,ㄋㄨㄛˋ,,,,,,
1127,搌,ㄓㄢˇ,,,,,,
1128,搏,ㄅㄛˊ,,,,,,
1129,搹,ㄍㄜˊ,,,,,,
1130,搢,ㄐ丨ㄣˋ,,,,,,
1131,搚,ㄌㄚ,,,,,,
1132,搔,ㄙㄠ,,,,,,
1133,搰,ㄏㄨˊ,,,,,,
1134,搭,ㄉㄚ,,,,,,
1135,搽,ㄔㄚˊ,,,,,,
1136,搵,ㄨㄣˋ,,,,,,
1137,搖,丨ㄠˊ,,,,,,
1138,搊,ㄔㄡ,,,,,,
1139,搥,ㄔㄨㄟˊ,,,,,,
1140,搜,ㄙㄡ,,,,,,
1141,搋,ㄔㄨㄞ,,,,,,
1142,搶,ㄑ丨ㄤˇ,ㄑ丨ㄤ,,,,,
1143,摩,ㄇㄛˊ,,,,,,
1144,摘,ㄓㄞ,,,,,,
1145,摛,ㄔ,,,,,,
1146,摝,ㄌㄨˋ,,,,,,
1147,摴,ㄕㄨ,,,,,,
1148,摲,ㄕㄢˋ,,,,,,
1149,摶,ㄊㄨㄢˊ,,,,,,
1150,摽,ㄅ丨ㄠ,ㄆ丨ㄠˇ,ㄅ丨ㄠˋ,,,,
1151,摵,ㄕㄜˋ,,,,,,
1152,摺,ㄓㄜˊ,,,,,,
1153,摎,ㄐ丨ㄡ,,,,,,
1154,摟,ㄌㄡˊ,ㄌㄡ,ㄌㄡˇ,,,,
1155,摞,ㄌㄨㄛˋ,,,,,,
1156,摸,ㄇㄛ,,,,,,
1157,摧,ㄘㄨㄟ,,,,,,
1158,摋,ㄕㄚ,,,,,,
1159,摻,ㄔㄢ,ㄘㄢˋ,ㄕㄢˇ,,,,
1160,摐,ㄔㄨㄤ,,,,,,
1161,摹,ㄇㄛˊ,,,,,,
1162,撇,ㄆ丨ㄝ,ㄆ丨ㄝˇ,,,,,
1163,撤,ㄔㄜˋ,,,,,,
1164,撞,ㄓㄨㄤˋ,,,,,,
1165,撈,ㄌㄠ,ㄌㄠˊ,,,,,
1166,撥,ㄅㄛ,,,,,,
1167,撜,ㄓㄥˇ,ㄔㄥˊ,,,,,
1168,撏,ㄒㄩㄣˊ,,,,,,
1169,撰,ㄓㄨㄢˋ,,,,,,
1170,撓,ㄋㄠˊ,,,,,,
1171,撖,ㄍㄢˇ,,,,,,
1172,撢,ㄉㄢˇ,,,,,,
1173,撕,ㄙ,ㄒ丨,,,,,
1174,撗,ㄍㄨㄤˋ,,,,,,
1175,撒,ㄙㄚ,ㄙㄚˇ,,,,,
1176,撅,ㄐㄩㄝ,,,,,,
1177,撩,ㄌ丨ㄠˊ,,,,,,
1178,撮,ㄘㄨㄛˋ,,,,,,
1179,撣,ㄉㄢˇ,ㄕㄢˋ,,,,,
1180,撲,ㄆㄨ,,,,,,
1181,播,ㄅㄛˋ,,,,,,
1182,撬,ㄑ丨ㄠˋ,,,,,,
1183,撫,ㄈㄨˇ,,,,,,
1184,撟,ㄐ丨ㄠˇ,,,,,,
1185,擘,ㄅㄛˋ,,,,,,
1186,擊,ㄐ丨ˊ,,,,,,
1187,擁,ㄩㄥˇ,,,,,,
1188,擂,ㄌㄟˊ,,,,,,
1189,擋,ㄉㄤˋ,ㄉㄤˇ,,,,,
1190,操,ㄘㄠ,,,,,,
1191,據,ㄐㄩˋ,,,,,,
1192,擄,ㄌㄨˇ,,,,,,
1193,擖,ㄍㄜˊ,,,,,,
1194,擏,ㄑ丨ㄥˊ,,,,,,
1195,擇,ㄗㄜˊ,,,,,,
1196,擐,ㄏㄨㄢˋ,,,,,,
1197,擉,ㄔㄨˋ,,,,,,
1198,擔,ㄉㄢ,ㄉㄢˋ,,,,,
1199,撿,ㄐ丨ㄢˇ,,,,,,
1200,擰,ㄋ丨ㄥˇ,ㄋ丨ㄥˋ,,,,,
1201,擠,ㄐ丨ˇ,,,,,,
1202,擩,ㄖㄨˋ,,,,,,
1203,擭,ㄏㄨㄛˋ,,,,,,
1204,擿,ㄊ丨ˋ,,,,,,
1205,擲,ㄓˊ,,,,,,
1206,擷,ㄐ丨ㄝˊ,,,,,,
1207,擻,ㄙㄡˇ,,,,,,
1208,攄,ㄕㄨ,,,,,,
1209,擽,ㄌㄩㄝˋ,,,,,,
1210,擸,ㄌㄚˋ,,,,,,
1211,攏,ㄌㄨㄥˇ,,,,,,
1212,攉,ㄏㄨㄛˋ,,,,,,
1213,攌,ㄏㄢˋ,,,,,,
1214,攘,ㄖㄤˊ,,,,,,
1215,攕,ㄒ丨ㄢ,,,,,,
1216,攙,ㄔㄢ,,,,,,
1217,攛,ㄘㄨㄢ,,,,,,
1218,攝,ㄕㄜˋ,ㄋ丨ㄝˋ,,,,,
1219,攜,ㄒ丨,,,,,,
1220,攣,ㄌㄨㄢˊ,,,,,,
1221,攡,ㄌ丨ˊ,,,,,,
1222,攠,ㄇ丨ˊ,,,,,,
1223,攢,ㄗㄢˇ,ㄘㄨㄢˊ,,,,,
1224,攩,ㄊㄤˇ,,,,,,
1225,攪,ㄐ丨ㄠˇ,,,,,,
1226,攵,ㄆㄨ,,,,,,
1227,收,ㄕㄡ,,,,,,
1228,攸,丨ㄡ,,,,,,
1229,放,ㄈㄤˋ,ㄈㄤˇ,,,,,
1230,攽,ㄅ丨ㄣ,,,,,,
1231,政,ㄓㄥˋ,,,,,,
1232,敖,ㄠˊ,,,,,,
1233,教,ㄐ丨ㄠˋ,ㄐ丨ㄠ,,,,,
1234,敦,ㄉㄨㄣ,ㄉㄨㄟˋ,,,,,
1235,散,ㄙㄢˋ,ㄙㄢˇ,,,,,
1236,敤,ㄎㄜˇ,,,,,,
1237,敺,ㄑㄩ,,,,,,
1238,敶,ㄓㄣˋ,ㄔㄣˊ,,,,,
1239,數,ㄕㄨˋ,ㄕㄨˇ,ㄕㄨㄛˋ,ㄘㄨˋ,ㄙㄨˋ,,
1240,斁,丨ˋ,ㄉㄨˋ,,,,,
1241,斂,ㄌ丨ㄢˋ,,,,,,
1242,斄,ㄊㄞ,,,,,,
1243,文,ㄨㄣˊ,ㄨㄣˋ,,,,,
1244,斐,ㄈㄟˇ,,,,,,
1245,斗,ㄉㄡˇ,,,,,,
1246,料,ㄌ丨ㄠˋ,,,,,,
1247,斜,ㄒ丨ㄝˊ,丨ㄝˊ,,,,,
1248,斡,ㄨㄛˋ,,,,,,
1249,斤,ㄐ丨ㄣ,,,,,,
1250,斥,ㄔˋ,,,,,,
1251,斷,ㄉㄨㄢˋ,,,,,,
1252,方,ㄈㄤ,,,,,,
1253,於,ㄩˊ,ㄨ,,,,,
1254,斿,丨ㄡˊ,,,,,,
1255,施,ㄕ,丨ˋ,,,,,
1256,旁,ㄆㄤˊ,,,,,,
1257,旄,ㄇㄠˊ,,,,,,
1258,旎,ㄋ丨ˇ,,,,,,
1259,旋,ㄒㄩㄢˊ,ㄒㄩㄢˋ,,,,,
1260,族,ㄗㄨˊ,,,,,,
1261,旖,丨ˇ,,,,,,
1262,旛,ㄈㄢ,,,,,,
1263,旝,ㄎㄨㄞˋ,,,,,,
1264,日,ㄖˋ,ㄇ丨ˋ,,,,,
1265,旬,ㄒㄩㄣˊ,,,,,,
1266,旰,ㄍㄢˋ,ㄏㄢˋ,,,,,
1267,昔,ㄒ丨ˊ,,,,,,
1268,昆,ㄎㄨㄣ,ㄏㄨㄣˊ,,,,,
1269,昒,ㄏㄨ,,,,,,
1270,易,丨ˋ,,,,,,
1271,昕,ㄒ丨ㄣ,,,,,,
1272,昏,ㄏㄨㄣ,,,,,,
1273,昶,ㄔㄤˇ,,,,,,
1274,春,ㄔㄨㄣ,,,,,,
1275,昧,ㄇㄟˋ,,,,,,
1276,昵,ㄋ丨ˋ,,,,,,
1277,是,ㄕˋ,,,,,,
1278,昢,ㄆㄟˋ,,,,,,
1279,昳,ㄉ丨ㄝˊ,丨ˋ,,,,,
1280,昫,ㄒㄩˇ,,,,,,
1281,晏,丨ㄢˋ,,,,,,
1282,晅,ㄒㄩㄢ,,,,,,
1283,晃,ㄏㄨㄤˇ,ㄏㄨㄤˋ,,,,,
1284,晁,ㄔㄠˊ,,,,,,
1285,晟,ㄔㄥˊ,,,,,,
1286,晢,ㄓㄜˊ,,,,,,
1287,晥,ㄏㄨㄢˇ,,,,,,
1288,晛,ㄒ丨ㄢˋ,,,,,,
1289,晙,ㄐㄩㄣˋ,,,,,,
1290,景,ㄐ丨ㄥˇ,,,,,,
1291,晻,丨ㄢˇ,,,,,,
1292,暋,ㄇ丨ㄣˇ,,,,,,
1293,暈,ㄩㄣ,ㄩㄣˋ,,,,,
1294,暇,ㄒ丨ㄚˊ,,,,,,
1295,暍,ㄏㄜˋ,,,,,,
1296,暖,ㄋㄨㄢˇ,ㄒㄩㄢ,,,,,
1297,暝,ㄇ丨ㄥˊ,,,,,,
1298,暫,ㄓㄢˋ,,,,,,
1299,暵,ㄏㄢˋ,,,,,,
1300,暴,ㄅㄠˋ,ㄆㄨˋ,,,,,
1301,曈,ㄊㄨㄥˊ,,,,,,
1302,曀,丨ˋ,,,,,,
1303,㬠,ㄕㄚˋ,,,,,,
1304,曏,ㄒ丨ㄤˋ,,,,,,
1305,曜,丨ㄠˋ,,,,,,
1306,曝,ㄆㄨˋ,,,,,,
1307,曳,丨ˋ,,,,,,
1308,曲,ㄑㄩ,ㄑㄩˇ,,,,,
1309,更,ㄍㄥ,ㄍㄥˋ,,,,,
1310,曷,ㄏㄜˊ,,,,,,
1311,曾,ㄗㄥ,ㄘㄥˊ,,,,,
1312,朁,ㄘㄢˇ,,,,,,
1313,會,ㄏㄨㄟˋ,ㄎㄨㄞˋ,ㄍㄨㄟˋ,ㄏㄨㄟˇ,,,
1314,有,丨ㄡˇ,丨ㄡˋ,,,,,
1315,服,ㄈㄨˊ,,,,,,
1316,朏,ㄈㄟˇ,,,,,,
1317,朓,ㄊ丨ㄠˋ,,,,,,
1318,望,ㄨㄤˋ,,,,,,
1319,朝,ㄓㄠ,ㄔㄠˊ,,,,,
1320,期,ㄑ丨ˊ,ㄐ丨,,,,,
1321,𣎴,ㄉㄨㄣˇ,ㄋ丨ㄝˋ,,,,,
1322,朮,ㄓㄨˊ,,,,,,
1323,朾,ㄊ丨ㄥ,,,,,,
1324,朴,ㄆㄛˋ,ㄆㄨˊ,ㄆ丨ㄠˊ,,,,
1325,朹,ㄑ丨ㄡˊ,,,,,,
1326,机,ㄐ丨,,,,,,
1327,朱,ㄓㄨ,,,,,,
1328,杆,ㄍㄢ,,,,,,
1329,杅,ㄩˊ,,,,,,
1330,杞,ㄑ丨ˇ,,,,,,
1331,杠,ㄍㄤ,,,,,,
1332,杝,丨ˊ,,,,,,
1333,杕,ㄉ丨ˋ,,,,,,
1334,杈,ㄔㄚ,,,,,,
1335,杓,ㄅ丨ㄠ,ㄕㄠˊ,,,,,
1336,杉,ㄕㄢ,,,,,,
1337,枓,ㄓㄨˇ,,,,,,
1338,杭,ㄏㄤˊ,,,,,,
1339,枋,ㄈㄤ,,,,,,
1340,枕,ㄓㄣˇ,ㄓㄣˋ,,,,,
1341,杼,ㄓㄨˋ,,,,,,
1342,枉,ㄨㄤˇ,,,,,,
1343,杬,ㄩㄢˊ,,,,,,
1344,杻,ㄋ丨ㄡˇ,ㄔㄡˇ,,,,,
1345,杷,ㄆㄚˊ,,,,,,
1346,枝,ㄓ,,,,,,
1347,枇,ㄆ丨ˊ,,,,,,
1348,枒,丨ㄚˊ,,,,,,
1349,枘,ㄖㄨㄟˋ,,,,,,
1350,杳,丨ㄠˇ,,,,,,
1351,杲,ㄍㄠˇ,,,,,,
1352,果,ㄍㄨㄛˇ,,,,,,
1353,某,ㄇㄡˇ,ㄇㄟˊ,,,,,
1354,柁,ㄊㄨㄛˊ,,,,,,
1355,柱,ㄓㄨˋ,,,,,,
1356,柲,ㄅ丨ˋ,,,,,,
1357,枰,ㄆ丨ㄥˊ,,,,,,
1358,柅,ㄋ丨ˇ,,,,,,
1359,柜,ㄐㄩˇ,ㄍㄨㄟˋ,,,,,
1360,柯,ㄎㄜ,,,,,,
1361,柄,ㄅ丨ㄥˇ,,,,,,
1362,柑,ㄍㄢ,,,,,,
1363,枷,ㄐ丨ㄚ,,,,,,
1364,柤,ㄓㄚ,,,,,,
1365,柙,ㄒ丨ㄚˊ,,,,,,
1366,柚,丨ㄡˋ,,,,,,
1367,枳,ㄓˇ,,,,,,
1368,柷,ㄓㄨˋ,,,,,,
1369,柍,丨ㄤ,,,,,,
1370,柵,ㄓㄚˋ,,,,,,
1371,枹,ㄈㄨˊ,,,,,,
1372,柂,丨ˊ,,,,,,
1373,柣,ㄓˊ,ㄉ丨ㄝˊ,,,,,
1374,柞,ㄗㄨㄛˋ,ㄗㄜˊ,,,,,
1375,枸,ㄍㄡˇ,ㄐㄩˇ,ㄍㄡ,,,,
1376,柏,ㄅㄛˊ,,,,,,
1377,柎,ㄈㄨ,ㄈㄨˇ,,,,,
1378,柢,ㄉ丨ˇ,,,,,,
1379,查,ㄔㄚˊ,ㄓㄚ,,,,,
1380,柴,ㄔㄞˊ,,,,,,
1381,栔,ㄑ丨ˋ,,,,,,
1382,栽,ㄗㄞ,,,,,,
1383,栗,ㄌ丨ˋ,,,,,,
1384,校,ㄒ丨ㄠˋ,ㄐ丨ㄠˋ,,,,,
1385,核,ㄏㄜˊ,,,,,,
1386,桋,丨ˊ,,,,,,
1387,栻,ㄕˋ,,,,,,
1388,桔,ㄐ丨ㄝˊ,ㄐㄩˊ,,,,,
1389,栖,ㄒ丨,,,,,,
1390,栲,ㄎㄠˇ,,,,,,
1391,栵,ㄌ丨ˋ,,,,,,
1392,栯,ㄩˋ,丨ㄡˇ,,,,,
1393,栫,ㄐ丨ㄢˋ,,,,,,
1394,栩,ㄒㄩˇ,,,,,,
1395,桄,ㄍㄨㄤ,ㄍㄨㄤˋ,,,,,
1396,桐,ㄊㄨㄥˊ,,,,,,
1397,栘,丨ˊ,,,,,,
1398,桅,ㄨㄟˊ,,,,,,
1399,栒,ㄒㄩㄣˊ,,,,,,
1400,栝,ㄍㄨㄚ,,,,,,
1401,格,ㄍㄜˊ,,,,,,
1402,桁,ㄏㄥˊ,ㄏㄤˊ,,,,,
1403,梡,ㄎㄨㄢˇ,ㄏㄨㄢˊ,,,,,
1404,梲,ㄓㄨㄛˊ,,,,,,
1405,桶,ㄊㄨㄥˇ,,,,,,
1406,梫,ㄑ丨ㄣ,,,,,,
1407,械,ㄒ丨ㄝˋ,,,,,,
1408,梂,ㄑ丨ㄡˊ,,,,,,
1409,梧,ㄨˊ,,,,,,
1410,梐,ㄅ丨ˋ,,,,,,
1411,梵,ㄈㄢˋ,,,,,,
1412,梜,ㄐ丨ㄚˊ,,,,,,
1413,梢,ㄕㄠ,,,,,,
1414,桿,ㄍㄢˇ,,,,,,
1415,梩,ㄌ丨ˊ,,,,,,
1416,梬,丨ㄥˇ,,,,,,
1417,梱,ㄎㄨㄣˇ,,,,,,
1418,桯,ㄊ丨ㄥ,,,,,,
1419,桴,ㄈㄨˊ,,,,,,
1420,梭,ㄙㄨㄛ,,,,,,
1421,梏,ㄍㄨˋ,,,,,,
1422,梟,ㄒ丨ㄠ,,,,,,
1423,條,ㄊ丨ㄠˊ,,,,,,
1424,楖,ㄐ丨ˊ,,,,,,
1425,棸,ㄗㄡ,,,,,,
1426,棘,ㄐ丨ˊ,,,,,,
1427,棺,ㄍㄨㄢ,,,,,,
1428,椌,ㄑ丨ㄤ,,,,,,
1429,棓,ㄆㄡˇ,,,,,,
1430,椄,ㄐ丨ㄝ,,,,,,
1431,棬,ㄑㄩㄢ,,,,,,
1432,棲,ㄑ丨,,,,,,
1433,棣,ㄉ丨ˋ,,,,,,
1434,椐,ㄐㄩ,,,,,,
1435,棷,ㄗㄡ,,,,,,
1436,椏,丨ㄚ,,,,,,
1437,棱,ㄌㄥˊ,,,,,,
1438,植,ㄓˊ,,,,,,
1439,棋,ㄑ丨ˊ,,,,,,
1440,棧,ㄓㄢˋ,,,,,,
1441,棽,ㄕㄣ,,,,,,
1442,棼,ㄈㄣˊ,,,,,,
1443,椅,丨ˇ,,,,,,
1444,棍,ㄍㄨㄣˋ,,,,,,
1445,棵,ㄎㄜ,,,,,,
1446,棹,ㄓㄠˋ,,,,,,
1447,棌,ㄘㄞˇ,,,,,,
1448,椎,ㄓㄨㄟ,,,,,,
1449,椑,ㄆ丨ˊ,ㄅㄟ,,,,,
1450,棯,ㄖㄣˇ,,,,,,
1451,棆,ㄌㄨㄣˊ,,,,,,
1452,楎,ㄏㄨㄣˊ,,,,,,
1453,楄,ㄆ丨ㄢˊ,,,,,,
1454,椸,丨ˊ,,,,,,
1455,楢,丨ㄡˊ,,,,,,
1456,楗,ㄐ丨ㄢˋ,,,,,,
1457,楔,ㄒ丨ㄝ,,,,,,
1458,椵,ㄐ丨ㄚˇ,,,,,,
1459,楅,ㄅ丨ˋ,,,,,,
1460,楮,ㄔㄨˇ,,,,,,
1461,椹,ㄓㄣ,,,,,,
1462,楪,丨ㄝˋ,,,,,,
1463,楷,ㄎㄞˇ,,,,,,
1464,楂,ㄓㄚ,,,,,,
1465,楫,ㄐ丨ˊ,,,,,,
1466,楬,ㄐ丨ㄝˊ,ㄑ丨ㄚˋ,,,,,
1467,椳,ㄨㄟ,,,,,,
1468,楨,ㄓㄣ,,,,,,
1469,楛,ㄏㄨˋ,ㄎㄨˇ,,,,,
1470,楞,ㄌㄥˊ,,,,,,
1471,楥,ㄒㄩㄢˋ,,,,,,
1472,椽,ㄔㄨㄢˊ,,,,,,
1473,楀,ㄩˇ,,,,,,
1474,楩,ㄆ丨ㄢˊ,,,,,,
1475,楯,ㄕㄨㄣˇ,,,,,,
1476,業,丨ㄝˋ,,,,,,
1477,榮,ㄖㄨㄥˊ,,,,,,
1478,榖,ㄍㄨˇ,,,,,,
1479,榦,ㄍㄢˋ,ㄏㄢˊ,,,,,
1480,榜,ㄅㄤˇ,ㄅㄥˋ,,,,,
1481,榠,ㄇ丨ㄥˊ,,,,,,
1482,榱,ㄘㄨㄟ,,,,,,
1483,榷,ㄑㄩㄝˋ,,,,,,
1484,槎,ㄔㄚˊ,,,,,,
1485,榙,ㄉㄚˊ,,,,,,
1486,榿,ㄑ丨,,,,,,
1487,槄,ㄊㄠ,,,,,,
1488,榽,ㄒ丨ˊ,,,,,,
1489,槌,ㄔㄨㄟˊ,,,,,,
1490,槐,ㄏㄨㄞˊ,,,,,,
1491,槍,ㄑ丨ㄤ,ㄔㄥ,,,,,
1492,槧,ㄑ丨ㄢˋ,,,,,,
1493,槷,ㄋ丨ㄝˋ,,,,,,
1494,樀,ㄉ丨ˊ,ㄓㄜˊ,,,,,
1495,樣,丨ㄤˋ,,,,,,
1496,樗,ㄕㄨ,,,,,,
1497,槥,ㄏㄨㄟˋ,,,,,,
1498,樁,ㄓㄨㄤ,,,,,,
1499,樞,ㄕㄨ,,,,,,
1500,標,ㄅ丨ㄠ,,,,,,
1501,槱,丨ㄡˇ,,,,,,
1502,樠,ㄇㄢˊ,,,,,,
1503,槭,ㄘㄨˋ,,,,,,
1504,槾,ㄇㄢˊ,,,,,,
1505,模,ㄇㄛˊ,,,,,,
1506,樊,ㄈㄢˊ,,,,,,
1507,槮,ㄙㄢˇ,,,,,,
1508,樅,ㄘㄨㄥ,ㄗㄨㄥ,,,,,
1509,樔,ㄔㄠˊ,,,,,,
1510,樂,ㄩㄝˋ,ㄌㄜˋ,丨ㄠˋ,,,,
1511,橀,ㄒ丨,,,,,,
1512,橦,ㄊㄨㄥˊ,ㄔㄨㄤˊ,,,,,
1513,樴,ㄓˊ,,,,,,
1514,橉,ㄌ丨ㄣˋ,,,,,,
1515,橧,ㄗㄥ,,,,,,
1516,橙,ㄔㄥˊ,,,,,,
1517,橚,ㄙㄨˋ,,,,,,
1518,橈,ㄋㄠˊ,,,,,,
1519,橝,ㄊㄢˊ,,,,,,
1520,橨,ㄈㄣˊ,,,,,,
1521,橭,ㄎㄨ,,,,,,
1522,橫,ㄏㄥˊ,ㄏㄥˋ,,,,,
1523,橛,ㄐㄩㄝˊ,,,,,,
1524,橑,ㄌㄠˇ,,,,,,
1525,樿,ㄕㄢˋ,,,,,,
1526,樺,ㄏㄨㄚˋ,,,,,,
1527,樸,ㄆㄨˊ,,,,,,
1528,橪,ㄖㄢˇ,,,,,,
1529,橇,ㄑ丨ㄠ,,,,,,
1530,橋,ㄑ丨ㄠˊ,,,,,,
1531,樨,ㄒ丨,,,,,,
1532,檕,ㄐ丨ˋ,,,,,,
1533,檥,丨ˇ,,,,,,
1534,檔,ㄉㄤˇ,,,,,,
1535,橾,ㄙㄡˇ,,,,,,
1536,檡,ㄓㄜˊ,,,,,,
1537,檐,ㄉㄢˋ,,,,,,
1538,檇,ㄗㄨㄟˋ,,,,,,
1539,檜,ㄎㄨㄞˋ,,,,,,
1540,檠,ㄑ丨ㄥˊ,,,,,,
1541,櫛,ㄐ丨ㄝˊ,,,,,,
1542,檳,ㄅ丨ㄣ,,,,,,
1543,檻,ㄐ丨ㄢˋ,ㄎㄢˇ,,,,,
1544,櫡,ㄓㄨㄛˊ,,,,,,
1545,櫂,ㄓㄨㄛˊ,,,,,,
1546,櫑,ㄌㄟˊ,,,,,,
1547,櫟,ㄌ丨ˋ,ㄩㄝˋ,,,,,
1548,櫰,ㄏㄨㄞˊ,,,,,,
1549,櫱,ㄋ丨ㄝˋ,,,,,,
1550,欄,ㄌㄢˊ,,,,,,
1551,欂,ㄅㄛˊ,,,,,,
1552,櫼,ㄐ丨ㄢ,,,,,,
1553,欐,ㄌ丨ˋ,,,,,,
1554,欘,ㄓㄨˊ,,,,,,
1555,次,ㄘˋ,,,,,,
1556,欨,ㄒㄩ,,,,,,
1557,欬,ㄎㄞˋ,,,,,,
1558,欶,ㄕㄨㄛˋ,,,,,,
1559,欷,ㄒ丨,,,,,,
1560,欸,ㄞˇ,ㄟˋ,,,,,
1561,欻,ㄏㄨ,,,,,,
1562,欹,ㄑ丨,,,,,,
1563,欽,ㄑ丨ㄣ,,,,,,
1564,欿,ㄎㄢˇ,,,,,,
1565,歅,丨ㄣ,,,,,,
1566,歂,ㄔㄨㄢˇ,,,,,,
1567,歉,ㄑ丨ㄢˋ,,,,,,
1568,歐,ㄡ,,,,,,
1569,歙,ㄒ丨ˋ,ㄕㄜˋ,,,,,
1570,歕,ㄆㄣ,,,,,,
1571,歟,ㄩˊ,,,,,,
1572,正,ㄓㄥˋ,ㄓㄥ,,,,,
1573,武,ㄨˇ,,,,,,
1574,歪,ㄨㄞ,ㄨㄞˇ,,,,,
1575,歭,ㄓˋ,,,,,,
1576,歸,ㄍㄨㄟ,,,,,,
1577,歹,ㄉㄞˇ,,,,,,
1578,歾,ㄇㄛˋ,,,,,,
1579,殑,ㄑ丨ㄥˊ,,,,,,
1580,殍,ㄆ丨ㄠˇ,,,,,,
1581,殗,丨ㄝˋ,,,,,,
1582,殙,ㄏㄨㄣ,,,,,,
1583,殟,ㄨㄣ,,,,,,
1584,殠,ㄔㄡˋ,,,,,,
1585,殣,ㄐ丨ㄣˇ,,,,,,
1586,殢,ㄊ丨ˋ,,,,,,
1587,殷,丨ㄣ,丨ㄢ,丨ㄣˇ,,,,
1588,殺,ㄕㄚ,ㄕㄞˋ,,,,,
1589,殼,ㄎㄜˊ,,,,,,
1590,殽,丨ㄠˊ,,,,,,
1591,毃,ㄑ丨ㄠ,,,,,,
1592,毄,ㄐ丨ˊ,,,,,,
1593,毆,ㄡ,,,,,,
1594,毇,ㄏㄨㄟˇ,,,,,,
1595,毋,ㄨˊ,,,,,,
1596,每,ㄇㄟˇ,,,,,,
1597,毒,ㄉㄨˊ,,,,,,
1598,比,ㄅ丨ˇ,ㄅ丨ˋ,,,,,
1599,毛,ㄇㄠˊ,,,,,,
1600,毣,ㄇㄠˋ,,,,,,
1601,毳,ㄘㄨㄟˋ,,,,,,
1602,毻,ㄊㄨㄛˋ,,,,,,
1603,毹,ㄩˊ,,,,,,
1604,氂,ㄇㄠˊ,,,,,,
1605,氏,ㄕˋ,ㄓ,,,,,
1606,氐,ㄉ丨,,,,,,
1607,氓,ㄇㄥˊ,ㄇㄤˊ,,,,,
1608,气,ㄑ丨ˋ,,,,,,
1609,氛,ㄈㄣ,,,,,,
1610,氣,ㄑ丨ˋ,,,,,,
