序號,字表別,大陸規範字,臺灣標準字一,臺灣標準字二,臺灣標準字三,臺灣標準字四
6401,二級字表,魑,魑,,,
6402,二級字表,艨,艨,,,
6403,二級字表,鳓,鰳,,,
6404,二級字表,鳔,鰾,,,
6405,二級字表,鳕,鱈,,,
6406,二級字表,鳗,鰻,,,
6407,二級字表,鳙,鱅,,,
6408,二級字表,麒,麒,,,
6409,二級字表,鏖,鏖,,,
6410,二級字表,羸,羸,,,
6411,二級字表,㸆,㸆,,,
6412,二級字表,瀚,瀚,,,
6413,二級字表,瀣,瀣,,,
6414,二級字表,瀛,瀛,,,
6415,二級字表,襦,襦,,,
6416,二級字表,谶,讖,,,
6417,二級字表,襞,襞,,,
6418,二級字表,骥,驥,,,
6419,二級字表,缵,纘,,,
6420,二級字表,瓒,瓚,,,
6421,二級字表,攘,攘,,,
6422,二級字表,蘩,蘩,,,
6423,二級字表,蘖,蘖,,,
6424,二級字表,醴,醴,,,
6425,二級字表,霰,霰,,,
6426,二級字表,酆,酆,,,
6427,二級字表,矍,矍,,,
6428,二級字表,曦,曦,,,
6429,二級字表,躅,躅,,,
6430,二級字表,鼍,鼉,,,
6431,二級字表,巉,巉,,,
6432,二級字表,黩,黷,,,
6433,二級字表,黥,黥,,,
6434,二級字表,黪,黲,,,
6435,二級字表,镳,鑣,,,
6436,二級字表,镴,鑞,,,
6437,二級字表,黧,黧,,,
6438,二級字表,纂,纂,,,
6439,二級字表,璺,璺,,,
6440,二級字表,鼯,鼯,,,
6441,二級字表,臜,臢,,,
6442,二級字表,鳜,鱖,,,
6443,二級字表,鳝,鱔,,,
6444,二級字表,鳟,鱒,,,
6445,二級字表,獾,獾,,,
6446,二級字表,孀,孀,,,
6447,二級字表,骧,驤,,,
6448,二級字表,瓘,瓘,,,
6449,二級字表,鼙,鼙,,,
6450,二級字表,醺,醺,,,
6451,二級字表,礴,礴,,,
6452,二級字表,颦,顰,,,
6453,二級字表,曩,曩,,,
6454,二級字表,鳢,鱧,,,
6455,二級字表,癫,癲,,,
6456,二級字表,麝,麝,,,
6457,二級字表,夔,夔,,,
6458,二級字表,爝,爝,,,
6459,二級字表,灏,灝,,,
6460,二級字表,禳,禳,,,
6461,二級字表,鐾,鐾,,,
6462,二級字表,羼,羼,,,
6463,二級字表,蠡,蠡,,,
6464,二級字表,耱,耱,,,
6465,二級字表,懿,懿,,,
6466,二級字表,蘸,蘸,,,
6467,二級字表,鹳,鸛,,,
6468,二級字表,霾,霾,,,
6469,二級字表,氍,氍,,,
6470,二級字表,饕,饕,,,
6471,二級字表,躐,躐,,,
6472,二級字表,髑,髑,,,
6473,二級字表,镵,鑱,,,
6474,二級字表,穰,穰,,,
6475,二級字表,饔,饔,,,
6476,二級字表,鬻,鬻,,,
6477,二級字表,鬟,鬟,,,
6478,二級字表,趱,趲,,,
6479,二級字表,攫,攫,,,
6480,二級字表,攥,攥,,,
6481,二級字表,颧,顴,,,
6482,二級字表,躜,躦,,,
6483,二級字表,鼹,鼴,,,
6484,二級字表,癯,臒,,,
6485,二級字表,麟,麟,,,
6486,二級字表,蠲,蠲,,,
6487,二級字表,蠹,蠹,,,
6488,二級字表,躞,躞,,,
6489,二級字表,衢,衢,,,
6490,二級字表,鑫,鑫,,,
6491,二級字表,灞,灞,,,
6492,二級字表,襻,襻,,,
6493,二級字表,纛,纛,,,
6494,二級字表,鬣,鬣,,,
6495,二級字表,攮,攮,,,
6496,二級字表,囔,囔,,,
6497,二級字表,馕,饢,,,
6498,二級字表,戆,戇,,,
6499,二級字表,爨,爨,,,
6500,二級字表,齉,齉,,,
6501,三級字表,亍,亍,,,
6502,三級字表,尢,尢,,,
6503,三級字表,彳,彳,,,
6504,三級字表,卬,卬,,,
6505,三級字表,殳,殳,,,
6506,三級字表,𠙶,𠙶,,,
6507,三級字表,毌,毌,,,
6508,三級字表,邘,邘,,,
6509,三級字表,戋,戔,,,
6510,三級字表,圢,圢,,,
6511,三級字表,氕,氕,,,
6512,三級字表,伋,伋,,,
6513,三級字表,仝,仝,,,
6514,三級字表,冮,冮,,,
6515,三級字表,氿,氿,,,
6516,三級字表,汈,汈,,,
6517,三級字表,氾,氾,,,
6518,三級字表,忉,忉,,,
6519,三級字表,宄,宄,,,
6520,三級字表,⿰讠于,訏,,,
6521,三級字表,讱,訒,,,
6522,三級字表,扞,扞,,,
6523,三級字表,圲,圲,,,
6524,三級字表,圫,圫,,,
6525,三級字表,芏,芏,,,
6526,三級字表,芃,芃,,,
6527,三級字表,朳,朳,,,
6528,三級字表,朸,朸,,,
6529,三級字表,𨙸,𨙸,,,
6530,三級字表,邨,邨,,,
6531,三級字表,吒,吒,,,
6532,三級字表,吖,吖,,,
6533,三級字表,屼,屼,,,
6534,三級字表,屾,屾,,,
6535,三級字表,辿,辿,,,
6536,三級字表,钆,釓,,,
6537,三級字表,仳,仳,,,
6538,三級字表,伣,俔,,,
6539,三級字表,伈,伈,,,
6540,三級字表,癿,癿,,,
6541,三級字表,甪,甪,,,
6542,三級字表,邠,邠,,,
6543,三級字表,犴,犴,,,
6544,三級字表,冱,冱,,,
6545,三級字表,邡,邡,,,
6546,三級字表,闫,閆,,,
6547,三級字表,⿰氵万,澫,,,
6548,三級字表,汋,汋,,,
6549,三級字表,䜣,訢,,,
6550,三級字表,讻,訩,,,
6551,三級字表,⿰讠㝉,詝,,,
6552,三級字表,孖,孖,,,
6553,三級字表,⿰纟川,紃,,,
6554,三級字表,纩,纊,,,
6555,三級字表,玒,玒,,,
6556,三級字表,玓,玓,,,
6557,三級字表,玘,玘,,,
6558,三級字表,玚,瑒,,,
6559,三級字表,刬,剗,,,
6560,三級字表,⿰土区,塸,,,
6561,三級字表,坜,壢,,,
6562,三級字表,坉,坉,,,
6563,三級字表,扽,扽,,,
6564,三級字表,⿰土仑,埨,,,
6565,三級字表,坋,坋,,,
6566,三級字表,扺,扺,,,
6567,三級字表,㧑,撝,,,
6568,三級字表,毐,毐,,,
6569,三級字表,芰,芰,,,
6570,三級字表,芣,芣,,,
6571,三級字表,苊,苊,,,
6572,三級字表,苉,苉,,,
6573,三級字表,芘,芘,,,
6574,三級字表,芴,芴,,,
6575,三級字表,芠,芠,,,
6576,三級字表,⿱艹为,蒍,,,
6577,三級字表,芤,芤,,,
6578,三級字表,杕,杕,,,
6579,三級字表,杙,杙,,,
6580,三級字表,杄,杄,,,
6581,三級字表,杧,杧,,,
6582,三級字表,杩,榪,,,
6583,三級字表,尪,尪,,,
6584,三級字表,尨,尨,,,
6585,三級字表,轪,軑,,,
6586,三級字表,⿰车兀,軏,,,
6587,三級字表,坒,坒,,,
6588,三級字表,芈,羋,,,
6589,三級字表,旴,旴,,,
6590,三級字表,旵,旵,,,
6591,三級字表,呙,咼,,,
6592,三級字表,㕮,㕮,,,
6593,三級字表,岍,岍,,,
6594,三級字表,⿰山历,㠣,,,
6595,三級字表,岠,岠,,,
6596,三級字表,岜,岜,,,
6597,三級字表,呇,呇,,,
6598,三級字表,冏,冏,,,
6599,三級字表,觃,覎,,,
6600,三級字表,岙,嶴,,,
6601,三級字表,伾,伾,,,
6602,三級字表,㑇,㑳,,,
6603,三級字表,伭,伭,,,
6604,三級字表,佖,佖,,,
6605,三級字表,伲,伲,,,
6606,三級字表,佁,佁,,,
6607,三級字表,飏,颺,,,
6608,三級字表,狃,狃,,,
6609,三級字表,闶,閌,,,
6610,三級字表,汧,汧,,,
6611,三級字表,汫,汫,,,
6612,三級字表,𣲘,潕,,,
6613,三級字表,𣲗,湋,,,
6614,三級字表,沄,澐,,,
6615,三級字表,沘,沘,,,
6616,三級字表,⿰氵贝,浿,,,
6617,三級字表,汭,汭,,,
6618,三級字表,㳇,㳇,,,
6619,三級字表,沇,沇,,,
6620,三級字表,忮,忮,,,
6621,三級字表,忳,忳,,,
6622,三級字表,忺,忺,,,
6623,三級字表,⿰讠戋,諓,,,
6624,三級字表,祃,禡,,,
6625,三級字表,诇,詗,,,
6626,三級字表,邲,邲,,,
6627,三級字表,诎,詘,,,
6628,三級字表,诐,詖,,,
6629,三級字表,屃,屭,,,
6630,三級字表,⿰弓区,彄,,,
6631,三級字表,岊,岊,,,
6632,三級字表,阽,阽,,,
6633,三級字表,䢺,䢺,,,
6634,三級字表,阼,阼,,,
6635,三級字表,妧,妧,,,
6636,三級字表,妘,妘,,,
6637,三級字表,𨚕,𨚕,,,
6638,三級字表,纮,紘,,,
6639,三級字表,驲,馹,,,
6640,三級字表,⿰马文,馼,,,
6641,三級字表,纻,紵,,,
6642,三級字表,⿰纟冘,紞,,,
6643,三級字表,⿰马夬,駃,,,
6644,三級字表,纼,紖,,,
6645,三級字表,玤,玤,,,
6646,三級字表,玞,玞,,,
6647,三級字表,玱,瑲,,,
6648,三級字表,玟,玟,,,
6649,三級字表,邽,邽,,,
6650,三級字表,邿,邿,,,
6651,三級字表,坥,坥,,,
6652,三級字表,坰,坰,,,
6653,三級字表,坬,坬,,,
6654,三級字表,坽,坽,,,
6655,三級字表,弆,弆,,,
6656,三級字表,耵,耵,,,
6657,三級字表,䢼,䢼,,,
6658,三級字表,⿰艹只,𦭜,,,
6659,三級字表,茋,茋,,,
6660,三級字表,苧,苧,,,
6661,三級字表,苾,苾,,,
6662,三級字表,苠,苠,,,
6663,三級字表,枅,枅,,,
6664,三級字表,㭎,棡,,,
6665,三級字表,枘,枘,,,
6666,三級字表,枍,枍,,,
6667,三級字表,矼,矼,,,
6668,三級字表,矻,矻,,,
6669,三級字表,匼,匼,,,
6670,三級字表,⿰车氏,軝,,,
6671,三級字表,⿰日韦,暐,,,
6672,三級字表,⿰日见,晛,,,
6673,三級字表,旿,旿,,,
6674,三級字表,昇,昇,,,
6675,三級字表,昄,昄,,,
6676,三級字表,昒,昒,,,
6677,三級字表,昈,昈,,,
6678,三級字表,咉,咉,,,
6679,三級字表,咇,咇,,,
6680,三級字表,咍,咍,,,
6681,三級字表,岵,岵,,,
6682,三級字表,岽,崠,,,
6683,三級字表,岨,岨,,,
6684,三級字表,岞,岞,,,
6685,三級字表,峂,峂,,,
6686,三級字表,㟃,㟃,,,
6687,三級字表,囷,囷,,,
6688,三級字表,⿰钅弋,釴,,,
6689,三級字表,钐,釤,,,
6690,三級字表,钔,鍆,,,
6691,三級字表,钖,鍚,,,
6692,三級字表,牥,牥,,,
6693,三級字表,佴,佴,,,
6694,三級字表,垈,垈,,,
6695,三級字表,侁,侁,,,
6696,三級字表,侹,侹,,,
6697,三級字表,佸,佸,,,
6698,三級字表,佺,佺,,,
6699,三級字表,隹,隹,,,
6700,三級字表,㑊,㑊,,,
6701,三級字表,侂,侂,,,
6702,三級字表,佽,佽,,,
6703,三級字表,侘,侘,,,
6704,三級字表,郈,郈,,,
6705,三級字表,舠,舠,,,
6706,三級字表,郐,鄶,,,
6707,三級字表,郃,郃,,,
6708,三級字表,攽,攽,,,
6709,三級字表,肭,肭,,,
6710,三級字表,肸,肸,,,
6711,三級字表,肷,膁,,,
6712,三級字表,狉,狉,,,
6713,三級字表,狝,獮,,,
6714,三級字表,饳,飿,,,
6715,三級字表,忞,忞,,,
6716,三級字表,於,於,,,
6717,三級字表,炌,炌,,,
6718,三級字表,炆,炆,,,
6719,三級字表,泙,泙,,,
6720,三級字表,沺,沺,,,
6721,三級字表,泂,泂,,,
6722,三級字表,泜,泜,,,
6723,三級字表,泃,泃,,,
6724,三級字表,泇,泇,,,
6725,三級字表,怊,怊,,,
6726,三級字表,峃,嶨,,,
6727,三級字表,穸,穸,,,
6728,三級字表,祋,祋,,,
6729,三級字表,祊,祊,,,
6730,三級字表,⿰讠同,詷,,,
6731,三級字表,⿰讠艮,詪,,,
6732,三級字表,⿰寻阝,鄩,,,
6733,三級字表,鸤,鳲,,,
6734,三級字表,弢,弢,,,
6735,三級字表,弨,弨,,,
6736,三級字表,陑,陑,,,
6737,三級字表,⿰阝岂,隑,,,
6738,三級字表,陎,陎,,,
6739,三級字表,⿰阝齐,隮,,,
6740,三級字表,卺,巹,,,
6741,三級字表,乸,乸,,,
6742,三級字表,妭,妭,,,
6743,三級字表,姈,姈,,,
6744,三級字表,⿰女（“轻”无“车”）,娙,,,
6745,三級字表,迳,逕,,,
6746,三級字表,叕,叕,,,
6747,三級字表,⿰马丕,駓,,,
6748,三級字表,驵,駔,,,
6749,三級字表,⿰马冋,駉,,,
6750,三級字表,䌹,絅,,,
6751,三級字表,驺,騶,,,
6752,三級字表,⿰马玄,䮄,,,
6753,三級字表,绋,紼,,,
6754,三級字表,绐,紿,,,
6755,三級字表,砉,砉,,,
6756,三級字表,耔,耔,,,
6757,三級字表,㛃,㛃,,,
6758,三級字表,玶,玶,,,
6759,三級字表,珇,珇,,,
6760,三級字表,珅,珅,,,
6761,三級字表,⿰王乐,瓅,,,
6762,三級字表,珋,珋,,,
6763,三級字表,玹,玹,,,
6764,三級字表,珌,珌,,,
6765,三級字表,玿,玿,,,
6766,三級字表,韨,韍,,,
6767,三級字表,垚,垚,,,
6768,三級字表,垯,墶,,,
6769,三級字表,垙,垙,,,
6770,三級字表,垲,塏,,,
6771,三級字表,埏,埏,,,
6772,三級字表,垍,垍,,,
6773,三級字表,耇,耇,,,
6774,三級字表,⿰土夅,⿰土夅,,,
6775,三級字表,垎,垎,,,
6776,三級字表,垴,堖,,,
6777,三級字表,垟,垟,,,
6778,三級字表,垞,垞,,,
6779,三級字表,挓,挓,,,
6780,三級字表,垵,垵,,,
6781,三級字表,垏,垏,,,
6782,三級字表,拶,拶,,,
6783,三級字表,荖,荖,,,
6784,三級字表,荁,荁,,,
6785,三級字表,荙,薘,,,
6786,三級字表,荛,蕘,,,
6787,三級字表,茈,茈,,,
6788,三級字表,茽,茽,,,
6789,三級字表,荄,荄,,,
6790,三級字表,茺,茺,,,
6791,三級字表,⿱艹问,蔄,,,
6792,三級字表,荓,荓,,,
6793,三級字表,茳,茳,,,
6794,三級字表,⿱艹那,𦰡,,,
6795,三級字表,茛,茛,,,
6796,三級字表,荭,葒,,,
6797,三級字表,㭕,㭕,,,
6798,三級字表,柷,柷,,,
6799,三級字表,柃,柃,,,
6800,三級字表,柊,柊,,,
6801,三級字表,枹,枹,,,
6802,三級字表,栐,栐,,,
6803,三級字表,柖,柖,,,
6804,三級字表,郚,郚,,,
6805,三級字表,剅,剅,,,
6806,三級字表,䴓,鳾,,,
6807,三級字表,迺,迺,,,
6808,三級字表,厖,厖,,,
6809,三級字表,砆,砆,,,
6810,三級字表,砑,砑,,,
6811,三級字表,砄,砄,,,
6812,三級字表,耏,耏,,,
6813,三級字表,奓,奓,,,
6814,三級字表,䶮,龑,,,
6815,三級字表,轵,軹,,,
6816,三級字表,轷,軤,,,
6817,三級字表,轹,轢,,,
6818,三級字表,轺,軺,,,
6819,三級字表,昺,昺,,,
6820,三級字表,⿰目见,睍,,,
6821,三級字表,昽,曨,,,
6822,三級字表,盷,盷,,,
6823,三級字表,咡,咡,,,
6824,三級字表,咺,咺,,,
6825,三級字表,昳,昳,,,
6826,三級字表,昣,昣,,,
6827,三級字表,哒,噠,,,
6828,三級字表,昤,昤,,,
6829,三級字表,昫,昫,,,
6830,三級字表,昡,昡,,,
6831,三級字表,咥,咥,,,
6832,三級字表,昪,昪,,,
6833,三級字表,虷,虷,,,
6834,三級字表,虸,虸,,,
6835,三級字表,哃,哃,,,
6836,三級字表,峘,峘,,,
6837,三級字表,耑,耑,,,
6838,三級字表,峛,峛,,,
6839,三級字表,⿰山曲,⿰山曲,U:2AA30,,
6840,三級字表,峗,峗,,,
6841,三級字表,峧,峧,,,
6842,三級字表,帡,帡,,,
6843,三級字表,钘,鈃,,,
6844,三級字表,⿰钅夫,鈇,,,
6845,三級字表,钜,鉅,,,
6846,三級字表,⿰钅长,鋹,,,
6847,三級字表,⿰钅斤,釿,,,
6848,三級字表,⿰钅仑,錀,,,
6849,三級字表,钪,鈧,,,
6850,三級字表,钬,鈥,,,
6851,三級字表,钭,鈄,,,
6852,三級字表,矧,矧,,,
6853,三級字表,秬,秬,,,
6854,三級字表,俫,倈,,,
6855,三級字表,舁,舁,,,
6856,三級字表,俜,俜,,,
6857,三級字表,俙,俙,,,
6858,三級字表,俍,俍,,,
6859,三級字表,垕,垕,,,
6860,三級字表,衎,衎,,,
6861,三級字表,舣,艤,,,
6862,三級字表,弇,弇,,,
6863,三級字表,侴,侴,,,
6864,三級字表,鸧,鶬,,,
6865,三級字表,䏡,䏡,,,
6866,三級字表,胠,胠,,,
6867,三級字表,𦙶,𦙶,,,
6868,三級字表,胈,胈,,,
6869,三級字表,胩,胩,,,
6870,三級字表,胣,胣,,,
6871,三級字表,朏,朏,,,
6872,三級字表,飐,颭,,,
6873,三級字表,訄,訄,,,
6874,三級字表,饻,餏,,,
6875,三級字表,庤,庤,,,
6876,三級字表,疢,疢,,,
6877,三級字表,炣,炣,,,
6878,三級字表,炟,炟,,,
6879,三級字表,㶲,㶲,,,
6880,三級字表,洭,洭,,,
6881,三級字表,洘,洘,,,
6882,三級字表,洓,洓,,,
6883,三級字表,洿,洿,,,
6884,三級字表,㳚,㳚,,,
6885,三級字表,泚,泚,,,
6886,三級字表,浈,湞,,,
6887,三級字表,浉,溮,,,
6888,三級字表,洸,洸,,,
6889,三級字表,洑,洑,,,
6890,三級字表,洢,洢,,,
6891,三級字表,洈,洈,,,
6892,三級字表,洚,洚,,,
6893,三級字表,洺,洺,,,
6894,三級字表,洨,洨,,,
6895,三級字表,浐,滻,,,
6896,三級字表,㳘,㳘,,,
6897,三級字表,洴,洴,,,
6898,三級字表,洣,洣,,,
6899,三級字表,恔,恔,,,
6900,三級字表,宬,宬,,,
6901,三級字表,窀,窀,,,
6902,三級字表,扂,扂,,,
6903,三級字表,袆,褘,,,
6904,三級字表,祏,祏,,,
6905,三級字表,祐,祐,,,
6906,三級字表,祕,祕,,,
6907,三級字表,叚,叚,,,
6908,三級字表,陧,隉,,,
6909,三級字表,陞,陞,,,
6910,三級字表,娀,娀,,,
6911,三級字表,姞,姞,,,
6912,三級字表,姱,姱,,,
6913,三級字表,姤,姤,,,
6914,三級字表,姶,姶,,,
6915,三級字表,姽,姽,,,
6916,三級字表,枲,枲,,,
6917,三級字表,绖,絰,,,
6918,三級字表,骃,駰,,,
6919,三級字表,⿰纟因,絪,,,
6920,三級字表,⿰马先,駪,,,
6921,三級字表,⿰纟廷,綎,,,
6922,三級字表,⿰纟延,綖,,,
6923,三級字表,彖,彖,,,
6924,三級字表,骉,驫,,,
6925,三級字表,恝,恝,,,
6926,三級字表,珪,珪,,,
6927,三級字表,珛,珛,,,
6928,三級字表,珹,珹,,,
6929,三級字表,琊,琊,,,
6930,三級字表,玼,玼,,,
6931,三級字表,珖,珖,,,
6932,三級字表,⿰责力,勣,,,
6933,三級字表,珽,珽,,,
6934,三級字表,珦,珦,,,
6935,三級字表,珫,珫,,,
6936,三級字表,珒,珒,,,
6937,三級字表,⿰王寻,璕,,,
6938,三級字表,珢,珢,,,
6939,三級字表,珕,珕,,,
6940,三級字表,珝,珝,,,
6941,三級字表,⿰土劳,⿰土勞,,,
6942,三級字表,埗,埗,,,
6943,三級字表,垾,垾,,,
6944,三級字表,垺,垺,,,
6945,三級字表,埆,埆,,,
6946,三級字表,垿,垿,,,
6947,三級字表,埌,埌,,,
6948,三級字表,埇,埇,,,
6949,三級字表,莰,莰,,,
6950,三級字表,茝,茝,,,
6951,三級字表,⿰艹两,⿰艸兩,,,
6952,三級字表,鄀,鄀,,,
6953,三級字表,莶,薟,,,
6954,三級字表,莝,莝,,,
6955,三級字表,䓖,藭,,,
6956,三級字表,莙,莙,,,
6957,三級字表,栻,栻,,,
6958,三級字表,桠,椏,,,
6959,三級字表,⿰木夹,梜,,,
6960,三級字表,桄,桄,,,
6961,三級字表,梠,梠,,,
6962,三級字表,栴,栴,,,
6963,三級字表,梴,梴,,,
6964,三級字表,栒,栒,,,
6965,三級字表,酎,酎,,,
6966,三級字表,酏,酏,,,
6967,三級字表,⿰支页,頍,,,
6968,三級字表,砵,砵,,,
6969,三級字表,砠,砠,,,
6970,三級字表,砫,砫,,,
6971,三級字表,砬,砬,,,
6972,三級字表,硁,硜,,,
6973,三級字表,恧,恧,,,
6974,三級字表,翃,翃,,,
6975,三級字表,郪,郪,,,
6976,三級字表,𨐈,輄,,,
6977,三級字表,辀,輈,,,
6978,三級字表,辁,輇,,,
6979,三級字表,⿰牙合,⿰牙合,,,
6980,三級字表,剕,剕,,,
6981,三級字表,赀,貲,,,
6982,三級字表,哢,哢,,,
6983,三級字表,晅,晅,,,
6984,三級字表,晊,晊,,,
6985,三級字表,唝,嗊,,,
6986,三級字表,哳,哳,,,
6987,三級字表,哱,哱,,,
6988,三級字表,冔,冔,,,
6989,三級字表,晔,曄,,,
6990,三級字表,晐,晐,,,
6991,三級字表,晖,暉,,,
6992,三級字表,畖,畖,,,
6993,三級字表,蚄,蚄,,,
6994,三級字表,蚆,蚆,,,
6995,三級字表,⿰黾阝,鄳,,,
6996,三級字表,帱,幬,,,
6997,三級字表,崁,崁,,,
6998,三級字表,峿,峿,,,
6999,三級字表,⿳山大车,輋,,,
7000,三級字表,崄,嶮,,,
7001,三級字表,帨,帨,,,
7002,三級字表,崀,崀,,,
7003,三級字表,赆,贐,,,
7004,三級字表,⿰钅术,鉥,,,
7005,三級字表,钷,鉕,,,
7006,三級字表,⿰钅卢,鑪,,,
7007,三級字表,⿰钅申,鉮,,,
7008,三級字表,⿰钅召,鉊,,,
7009,三級字表,⿰钅母,鉧,,,
7010,三級字表,眚,眚,,,
7011,三級字表,甡,甡,,,
7012,三級字表,笫,笫,,,
7013,三級字表,倻,倻,,,
7014,三級字表,倴,倴,,,
7015,三級字表,脩,脩,,,
7016,三級字表,倮,倮,,,
7017,三級字表,倕,倕,,,
7018,三級字表,倞,倞,,,
7019,三級字表,⿰亻单,僤,,,
7020,三級字表,倓,倓,,,
7021,三級字表,倧,倧,,,
7022,三級字表,衃,衃,,,
7023,三級字表,虒,虒,,,
7024,三級字表,舭,舭,,,
7025,三級字表,舯,舯,,,
7026,三級字表,舥,舥,,,
7027,三級字表,瓞,瓞,,,
7028,三級字表,鬯,鬯,,,
7029,三級字表,鸰,鴒,,,
7030,三級字表,脎,脎,,,
7031,三級字表,朓,朓,,,
7032,三級字表,胲,胲,,,
7033,三級字表,虓,虓,,,
7034,三級字表,鱽,魛,,,
7035,三級字表,狴,狴,,,
7036,三級字表,峱,峱,,,
7037,三級字表,狻,狻,,,
7038,三級字表,眢,眢,,,
7039,三級字表,⿰饣束,餗,,,
7040,三級字表,勍,勍,,,
7041,三級字表,痄,痄,,,
7042,三級字表,疰,疰,,,
7043,三級字表,痃,痃,,,
7044,三級字表,竘,竘,,,
7045,三級字表,羖,羖,,,
7046,三級字表,羓,羓,,,
7047,三級字表,桊,棬,,,
7048,三級字表,敉,敉,,,
7049,三級字表,烠,烠,,,
7050,三級字表,烔,烔,,,
7051,三級字表,烶,烶,,,
7052,三級字表,烻,烻,,,
7053,三級字表,⿰火寻,燖,,,
7054,三級字表,涍,涍,,,
7055,三級字表,浡,浡,,,
7056,三級字表,浭,浭,,,
7057,三級字表,浬,浬,,,
7058,三級字表,涄,涄,,,
7059,三級字表,涢,溳,,,
7060,三級字表,涐,涐,,,
7061,三級字表,浰,浰,,,
7062,三級字表,浟,浟,,,
7063,三級字表,浛,浛,,,
7064,三級字表,浼,浼,,,
7065,三級字表,浲,浲,,,
7066,三級字表,涘,涘,,,
7067,三級字表,悈,悈,,,
7068,三級字表,悃,悃,,,
7069,三級字表,悢,悢,,,
7070,三級字表,⿱（“学”无“子”）石,礐,,,
7071,三級字表,宧,宧,,,
7072,三級字表,窅,窅,,,
7073,三級字表,窊,窊,,,
7074,三級字表,窎,窵,,,
7075,三級字表,扅,扅,,,
7076,三級字表,扆,扆,,,
7077,三級字表,袪,袪,,,
7078,三級字表,袗,袗,,,
7079,三級字表,袯,襏,,,
7080,三級字表,祧,祧,,,
7081,三級字表,隺,隺,,,
7082,三級字表,堲,堲,,,
7083,三級字表,疍,疍,,,
7084,三級字表,𨺙,𨺙,,,
7085,三級字表,陴,陴,,,
7086,三級字表,烝,烝,,,
7087,三級字表,砮,砮,,,
7088,三級字表,㛚,㛚,,,
7089,三級字表,哿,哿,,,
7090,三級字表,翀,翀,,,
7091,三級字表,翂,翂,,,
7092,三級字表,剟,剟,,,
7093,三級字表,⿰马余,駼,,,
7094,三級字表,⿰纟希,絺,,,
7095,三級字表,绤,綌,,,
7096,三級字表,骍,騂,,,
7097,三級字表,⿰纟完,綄,,,
7098,三級字表,䂮,䂮,,,
7099,三級字表,琎,璡,,,
7100,三級字表,珸,珸,,,
7101,三級字表,珵,珵,,,
7102,三級字表,琄,琄,,,
7103,三級字表,琈,琈,,,
7104,三級字表,琀,琀,,,
7105,三級字表,珺,珺,,,
7106,三級字表,掭,掭,,,
7107,三級字表,堎,堎,,,
7108,三級字表,堐,堐,,,
7109,三級字表,埼,埼,,,
7110,三級字表,掎,掎,,,
7111,三級字表,埫,埫,,,
7112,三級字表,堌,堌,,,
7113,三級字表,晢,晢,,,
7114,三級字表,⿰土单,墠,,,
7115,三級字表,掞,掞,,,
7116,三級字表,埪,埪,,,
7117,三級字表,壸,壼,,,
7118,三級字表,㙍,㙍,,,
7119,三級字表,聍,聹,,,
7120,三級字表,菝,菝,,,
7121,三級字表,萚,蘀,,,
7122,三級字表,菥,菥,,,
7123,三級字表,莿,莿,,,
7124,三級字表,䓫,䓫,,,
7125,三級字表,勚,勩,,,
7126,三級字表,䓬,䓬,,,
7127,三級字表,萆,萆,,,
7128,三級字表,菂,菂,,,
7129,三級字表,菍,菍,,,
7130,三級字表,菼,菼,,,
7131,三級字表,萣,萣,,,
7132,三級字表,䓨,䓨,,,
7133,三級字表,菉,菉,,,
7134,三級字表,䓛,䓛,,,
7135,三級字表,梼,檮,,,
7136,三級字表,梽,梽,,,
7137,三級字表,桲,桲,,,
7138,三級字表,梾,棶,,,
7139,三級字表,桯,桯,,,
7140,三級字表,梣,梣,,,
7141,三級字表,梌,梌,,,
7142,三級字表,桹,桹,,,
7143,三級字表,敔,敔,,,
7144,三級字表,厣,厴,,,
7145,三級字表,硔,硔,,,
7146,三級字表,⿰石达,䃮,,,
7147,三級字表,硙,磑,,,
7148,三級字表,硚,礄,,,
7149,三級字表,硊,硊,,,
7150,三級字表,硍,硍,,,
7151,三級字表,勔,勔,,,
7152,三級字表,䴕,鴷,,,
7153,三級字表,龁,齕,,,
7154,三級字表,逴,逴,,,
7155,三級字表,唪,唪,,,
7156,三級字表,啫,啫,,,
7157,三級字表,翈,翈,,,
7158,三級字表,㫰,㫰,,,
7159,三級字表,晙,晙,,,
7160,三級字表,畤,畤,,,
7161,三級字表,⿰由页,頔,,,
7162,三級字表,趼,趼,,,
7163,三級字表,跂,跂,,,
7164,三級字表,蛃,蛃,,,
7165,三級字表,蚲,蚲,,,
7166,三級字表,⿰虫东,蝀,,,
7167,三級字表,蚺,蚺,,,
7168,三級字表,啴,嘽,,,
7169,三級字表,䎃,䎃,,,
7170,三級字表,崧,崧,,,
7171,三級字表,崟,崟,,,
7172,三級字表,崞,崞,,,
7173,三級字表,崒,崒,,,
7174,三級字表,崌,崌,,,
7175,三級字表,崡,崡,,,
7176,三級字表,铏,鉶,,,
7177,三級字表,⿰钅圭,銈,,,
7178,三級字表,⿰钅共,鉷,,,
7179,三級字表,铕,銪,,,
7180,三級字表,⿰钅达,鐽,,,
7181,三級字表,铖,鋮,,,
7182,三級字表,铘,鋣,,,
7183,三級字表,铚,銍,,,
7184,三級字表,铞,銱,,,
7185,三級字表,铥,銩,,,
7186,三級字表,铴,鐋,,,
7187,三級字表,牻,牻,,,
7188,三級字表,牿,牿,,,
